"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"gifts for mom meaningful",12,249,-6,,,,251,">20,000",8,1,0,0,0,,
"women care package gift christmas",303,249,-3,,,,372,821,8,1,0,0,0,,
"garden lover gifts for women",25,249,2,1.23,0.86,1.32,373,">10,000",8,1,0,0,0,,
"mothers day gifts under $10",25,249,5,1.1,0.8,1.22,319,">10,000",8,1,0,0,0,,
"friends mothers day gifts",2,249,28,1.19,0.97,1.71,211,">100,000",8,1,0,0,1,,
"gift snacks variety pack for adults",249,249,10,0.93,0.67,1.33,191,">1,000",8,1,0,0,0,,
"chrismas gifts for mother",2,249,20,,,,297,">100,000",8,1,0,0,0,,
"gifts 50 dollars and under",2,249,-25,1.04,0.97,1.25,299,">100,000",8,1,0,0,0,,
"womens valentines day gifts",2,249,0,1.46,1.06,2,238,">100,000",8,1,0,0,0,,
"womens gift under 25",25,249,39,,,,218,">10,000",8,1,0,0,0,,
"libra birthday gifts for women","1,055",249,-11,0.92,0.73,1.19,455,236,8,1,0,0,3,,
"a gift",12,249,2,,,,341,">20,000",8,1,0,0,0,,
"gifts over 50 dollars",2,249,29,,,,309,">100,000",8,1,0,0,0,,
"home kitchen gifts",2,249,13,,,,361,">100,000",8,1,0,0,0,,
"practical mothers day gifts",8,249,-4,1.4,1.15,1.68,284,">30,000",8,1,0,0,0,,
"easter gifts for mom",12,249,17,1.17,0.87,1.42,242,">20,000",8,1,0,0,0,,
"valentines day food gifts for her",320,249,21,0.81,0.65,1.15,314,779,8,1,0,0,0,,
"gifts woman",2,249,240,1.09,0.78,1.24,289,">100,000",8,1,0,0,0,,
"customized gifts for best friend",28,249,-6,,,,325,">9,000",8,1,0,0,0,,
"birthday gifts for guy friends",28,249,-30,1.29,1.08,1.77,338,">9,000",8,1,0,0,0,,
"cool gifts for car guys",125,249,-1,0.97,0.69,1.23,168,">2,000",8,1,0,0,0,,
"dog people gifts",25,249,22,1.08,0.77,1.31,322,">10,000",8,0,1,0,0,,
"new bride gifts",25,249,-5,,,,224,">10,000",8,1,0,0,0,,
"postpartum mom gift",125,249,-26,,,,262,">2,000",8,1,0,0,0,,
"gramps gifts",249,249,-26,1.16,0.88,1.33,199,">1,000",8,0,1,0,8,,
"cute cheap gifts",36,249,34,0.97,0.7,1.17,326,">7,000",8,1,0,0,0,,
"gifts rose",2,249,8,,,,275,">100,000",8,1,0,0,0,,
"5 best gifts for women",1,248,"n/a",,,,69,">200,000",8,1,0,0,0,,
"gag gift for best friend woman",2,248,27,,,,275,">100,000",8,1,0,0,0,,
"christmas bow for gift wrapping",62,248,19,,,,247,">4,000",8,0,1,0,0,,
"fun easter gifts",41,248,46,1.09,0.81,1.32,99,">6,000",8,1,0,0,2,,
"spa package for women gift",28,248,3,,,,213,">9,000",8,1,0,0,0,,
"good luck cheer gifts",248,248,27,,,,218,">1,000",8,1,0,0,0,,
"valentines day gifts for teens girls",2,248,-23,0.97,0.68,1.24,231,">100,000",8,1,0,0,0,,
"vanilla visa gift","9,185",248,4,,,,38,27,8,1,0,0,0,,
"small gifts for her",2,248,-6,1.14,0.76,1.52,363,">100,000",8,1,0,0,0,,
"tea and mug gift set",25,248,30,,,,263,">10,000",8,1,0,0,0,,
"inexpensive office gifts",25,248,11,,,,118,">10,000",8,1,0,0,0,,
"mother's day gift set",5,248,11,0.8,0.76,1.08,236,">50,000",8,1,0,0,0,,
"birthday gift under 5",41,248,28,,,,325,">6,000",8,1,0,0,0,,
"butterfly mothers day gift",25,247,33,,,,157,">10,000",8,1,0,0,0,,
"chrismas gifts for women",2,247,5,,,,276,">100,000",8,1,0,0,0,,
"best pampering gifts",12,247,-1,,,,244,">20,000",8,1,0,0,0,,
"chemo gift",41,247,59,,,,279,">6,000",8,1,0,0,1,,
"valentines day mom gifts",1,247,85,,,,107,">200,000",8,1,0,0,0,,
"surprise gift",2,247,82,,,,250,">100,000",8,1,0,0,25,,
"mothers day gift mug",12,247,12,1.21,1.07,1.47,217,">20,000",8,1,0,0,0,,
"valentine gift box",901,247,4,1.02,0.76,1.25,231,274,8,1,0,0,0,,
"unique gifts for women over 65",246,246,-16,,,,141,">1,000",8,1,0,0,0,,
"mothers day gift coffee mugs",12,246,7,,,,196,">20,000",8,1,0,0,0,,
"30$ gift",25,246,20,,,,269,">10,000",8,1,0,0,0,,
"razor gold gift","49,200",246,15,0.86,0.56,0.89,53,5,8,1,0,0,0,,
"mothers day gifts plant lover",12,246,-6,0.86,0.74,1.13,226,">20,000",8,1,0,0,0,,
"fall gifts for women under 10",82,246,266,,,,202,">3,000",8,1,0,0,0,,
"others day gifts",2,246,12,1.52,1.1,1.83,280,">100,000",8,1,0,0,0,,
"smile gifts for women",4,246,27,,,,133,">60,000",8,1,0,0,0,,
"bosses day gift",12,246,366,0.93,0.7,1.17,384,">20,000",8,1,0,0,0,,
"gifts for gym lovers women",25,246,23,0.97,0.77,1.15,312,">10,000",8,1,0,0,0,,
"christmas gifts for under 10 dollars",1,246,14,,,,131,">200,000",8,1,0,0,0,,
"miss to mrs gifts",246,246,64,,,,317,">1,000",8,1,0,0,2,,
"cute women gifts",2,246,368,1.14,0.9,1.41,173,">100,000",8,1,0,0,0,,
"gifts for crush",25,246,419,,,,170,">10,000",8,1,0,0,0,,
"weird birthday gifts",49,246,16,0.84,0.6,0.98,305,">5,000",8,1,0,0,0,,
"tea party gifts for women",25,246,26,0.72,0.57,1.09,341,">10,000",8,0,1,0,0,,
"woman gifts under 10",31,246,7,0.77,0.58,1.01,271,">8,000",8,1,0,0,0,,
"ring holder engagement gift",82,246,18,1.04,0.71,1.34,311,">3,000",8,1,0,0,0,,
"coffee accessories gifts",4,246,2,0.81,0.7,1.02,345,">70,000",8,1,0,0,0,,
"christmas in july gag gifts",904,245,-1,,,,203,271,8,1,0,0,0,,
"fathers day gifts personalized shirt",4,245,93,,,,89,">70,000",8,0,1,0,0,,
"best gardening gifts for mom",25,245,17,,,,173,">10,000",8,1,0,0,0,,
"gifts under 20 dollars funny",5,245,49,,,,190,">50,000",8,1,0,0,0,,
"self care kit for women gift set",245,245,20,0.88,0.69,1.17,197,">1,000",8,1,0,0,0,,
"man birthday gifts",12,245,223,,,,139,">20,000",8,1,0,0,0,,
"seed gift set",82,245,23,,,,233,">3,000",8,1,0,0,0,,
"gift boc",12,245,24,,,,159,">20,000",8,1,0,0,0,,
"weddig gifts",1,245,14,,,,203,">200,000",8,1,0,0,0,,
"birthday best friend gifts",2,245,0,,,,366,">100,000",8,1,0,0,0,,
"dad passing memorial gift",244,244,33,,,,367,">1,000",8,0,1,0,0,,
"made in north carolina gifts",81,244,-7,,,,208,">3,000",8,1,0,0,0,,
"best gift for women in 40s",250,244,-29,1.64,1.01,1.82,364,">975",8,1,0,0,0,,
"tea gifts for women birthday",24,244,48,0.96,0.73,1.29,278,">10,000",8,1,0,0,0,,
"gifts under dollars 10",31,244,-13,0.82,0.62,1.03,183,">8,000",8,1,0,0,0,,
"easter gifts teens",49,244,14,1.19,0.9,1.59,263,">5,000",8,1,0,0,1,,
"gifts for woman christmas",8,244,-9,1.19,0.88,1.5,158,">30,000",8,1,0,0,0,,
"mothers day gifts for mom bible",122,243,-3,,,,209,">2,000",8,1,0,0,0,,
"chirstmas gift",3,243,12,,,,188,">90,000",8,1,0,0,0,,
"funny teen gift",8,243,4,,,,243,">30,000",8,1,0,0,0,,
"mothers day same day delivery gifts",243,243,41,1.19,0.75,1.64,240,">1,000",8,1,0,0,0,,
"mom gag gift",30,243,0,,,,231,">8,000",8,1,0,0,0,,
"christmas gifts for a mom",2,243,16,,,,397,">100,000",8,1,0,0,0,,
"unique gifts for crafters",61,243,27,1.03,0.73,1.26,262,">4,000",8,1,0,0,0,,
"gifts for teen couples",2,243,18,,,,342,">100,000",8,1,0,0,0,,
"gifts with butterflies",3,243,44,,,,191,">70,000",8,1,0,0,0,,
"funny wedding gift",4,243,2,1.11,0.76,1.35,1,">60,000",8,1,0,0,0,,
"gifts for pampering women",12,243,58,,,,125,">20,000",8,1,0,0,0,,
"with gift",1,243,84,,,,72,">200,000",8,1,0,0,0,,
"birthday gifts for adult males",12,242,-26,,,,243,">20,000",8,1,0,0,0,,
"cancer comfort gifts for women",61,242,-10,,,,286,">4,000",8,1,0,0,0,,
"guy friend gift",48,242,34,,,,91,">5,000",8,1,0,0,0,,
"best gifts under $50",1,242,8,,,,288,">200,000",8,1,0,0,0,,
"honey gifts for women",24,242,-3,,,,285,">10,000",8,1,0,0,0,,
"coffee mothers day gifts",8,242,34,1.21,1.07,1.48,209,">30,000",8,1,0,0,0,,
"aaaapple gift",740,242,12,1.1,0.94,1.27,320,327,8,1,0,0,0,,
"christmas plants live gifts",48,242,-3,,,,226,">5,000",8,1,0,0,0,,
"best dorm room gifts",4,242,-27,1.1,0.71,1.36,287,">60,000",8,1,0,0,0,,
"halloween gift package",3,242,329,,,,118,">90,000",8,1,0,0,0,,
"big gifts for mom",2,242,0,,,,259,">100,000",8,1,0,0,0,,
"happy mothers day gifts",4,242,28,1.33,1,1.55,274,">60,000",8,1,0,0,2,,
"tween valentine gifts",81,242,5,,,,252,">3,000",8,1,0,0,0,,
"unique gifts coworkers",6,242,-30,1.11,0.78,1.35,303,">40,000",8,1,0,0,0,,
"great gifts for moms",2,242,8,1.05,0.86,1.27,373,">100,000",8,1,0,0,0,,
"get well gifts for teen girls",30,242,-12,,,,404,">8,000",8,1,0,0,0,,
"gift crads",2,242,-16,,,,231,">100,000",8,1,0,0,0,,
"valentine gifts for friend",2,242,11,,,,218,">100,000",8,1,0,0,0,,
"wedding gift picture",2,242,63,,,,110,">100,000",8,0,1,0,1,,
"smores gifts",81,242,7,,,,297,">3,000",8,1,0,0,0,,
"best couple gifts",3,242,11,1.19,1.01,1.46,310,">90,000",8,1,0,0,0,,
"summer gifts",2,242,6,1.1,0.76,1.22,304,">100,000",8,1,0,0,0,,
"valentine's day gifts for mom",1,242,-13,1.19,0.96,1.46,264,">200,000",8,1,0,0,0,,
"mom gifts unique",3,242,-4,,,,337,">80,000",8,1,0,0,0,,
"gift mugs",3,242,241,0.78,0.59,1.01,164,">80,000",8,1,0,0,0,,
"gifts for gardeners women",4,242,15,1,0.78,1.24,287,">60,000",8,1,0,0,0,,
"15 gift women",2,241,"n/a",0.81,0.61,1.05,132,">100,000",8,1,0,0,0,,
"mothers day gift shower steamers",568,241,19,,,,134,424,8,1,0,0,0,,
"gifts for church visitors",543,241,44,,,,105,">444",8,0,1,0,0,,
"best 20 gifts for women",8,241,32,,,,168,">30,000",8,1,0,0,0,,
"funny holiday gifts for adults",2,241,-21,,,,322,">100,000",8,1,0,0,0,,
"women's christmas gifts under 20",2,241,23,,,,278,">100,000",8,1,0,0,0,,
"gifts for suster",2,241,54,,,,127,">100,000",8,1,0,0,0,,
"gift ecards",2,241,29,0.74,0.66,0.96,200,">100,000",8,1,0,0,0,,
"teacher bestie gifts",34,241,3,1.16,0.83,1.29,403,">7,000",8,1,0,0,1,,
"candy valentines day gifts for kids",241,241,-13,,,,181,">1,000",8,1,0,0,0,,
"novetly gifts",2,241,19,,,,257,">100,000",8,1,0,0,0,,
"valentines gift for teens",6,241,-10,0.85,0.6,1.03,227,">40,000",8,1,0,0,0,,
"hipster gifts",121,241,3,1.13,0.85,1.36,265,">2,000",8,1,0,0,0,,
"jumbo gift bag birthday",347,241,-12,,,,251,695,8,0,1,0,0,,
"navy fathers day gifts",12,240,11,1.33,1.01,1.6,189,">20,000",8,0,1,0,0,,
"mothers day gifts for mom coffee",24,240,6,1.13,0.95,1.32,192,">10,000",8,1,0,0,1,,
"letter a gifts for women",2,240,-23,,,,346,">100,000",8,1,0,0,1,,
"girl gift sets for women",2,240,-14,,,,288,">100,000",8,1,0,0,0,,
"funny boss's day gifts",24,240,32,,,,170,">10,000",8,1,0,0,0,,
"not a day over fabulous gift set",593,240,36,1.17,0.69,1.4,253,">405",8,1,0,0,0,,
"easter mom gifts",40,240,21,1.28,1.02,1.62,196,">6,000",8,1,0,0,0,,
"chrostmas gifts",5,240,-17,,,,238,">50,000",8,1,1,0,0,,
"mama birthday gifts",2,240,-7,,,,346,">100,000",8,1,0,0,1,,
"boys easter gift",12,240,26,1.38,1.02,1.73,223,">20,000",8,1,0,0,0,,
"valentines gifts for her under 10",240,240,2,,,,175,">1,000",8,1,0,0,0,,
"badass women gifts",80,240,-17,1.03,0.63,1.21,12,">3,000",8,1,0,0,1,,
"gifts that can be delivered today",563,240,-1,1.17,0.83,1.69,308,">426",8,1,0,0,0,,
"apartment gift",8,240,-10,,,,298,">30,000",8,1,0,0,1,,
"best gifts for new moms",5,240,71,1.19,0.85,1.84,211,">50,000",8,1,0,0,0,,
"body cream gift",795,240,58,,,,134,302,8,1,0,0,1,,
"educational insights playfoam party pack of 20: non-toxic, gifts for kids classroom, stocking stuffe","4,878",239,"n/a",,,,4,49,8,0,1,0,0,,
"b0dj1f3t7s middle finger gifts","239,000",239,-84,0.76,0.44,1.26,44,1,8,1,0,0,0,,
"stem car toy building toy gift dakott","6,829",239,-52,0.66,0.61,0.71,24,35,8,0,1,0,0,,
"dachshund mothers day gifts",80,239,31,1.21,0.95,1.5,137,">3,000",8,0,1,0,0,,
"best cheap mothers day gifts",2,239,63,1.71,1.41,2.01,67,">100,000",8,1,0,0,0,,
"appreciation gifts for her",8,239,23,,,,200,">30,000",8,0,1,0,4,,
"graduation gift for girl",3,239,5,1.13,0.88,1.52,299,">80,000",8,1,0,0,0,,
"friends mother's day gifts",2,239,0,0.97,0.68,1.11,184,">100,000",8,1,0,0,0,,
"mothers day gifts under 20",2,239,41,0.95,0.91,1.31,105,">100,000",8,1,0,0,0,,
"housewarming gifts new apartment",80,239,-2,,,,238,">3,000",8,1,0,0,0,,
"easter gifts for teen",8,239,14,1.07,0.88,1.38,182,">30,000",8,1,0,0,1,,
"easter gifts adults",30,239,94,1.51,1.06,1.99,208,">8,000",8,1,0,0,0,,
"1 day delivery gifts",12,239,16,,,,283,">20,000",8,1,0,0,0,,
"magiclip fashion gift","239,000",239,43,,,,0,1,8,1,0,0,0,,
"cool gifts for college boys",8,239,46,1.25,0.96,1.58,222,">30,000",8,1,0,0,0,,
"gifts for studying",27,239,-11,,,,269,">9,000",8,1,0,0,0,,
"christain gifts",3,239,"1,281",,,,238,">90,000",8,1,0,0,0,,
"bride engagement gift",12,239,35,,,,238,">20,000",8,1,0,0,0,,
"gifts for second time moms",120,239,-25,1.05,0.73,1.46,428,">2,000",8,1,0,0,0,,
"sporty gifts",60,239,-5,,,,330,">4,000",8,1,0,0,0,,
"boss gifts funny",12,239,129,0.89,0.77,1.13,228,">20,000",8,1,0,0,0,,
"nerd gifts for women",48,239,72,0.98,0.7,1.29,193,">5,000",8,1,0,0,0,,
"personal attendant gift",330,239,2,,,,286,">725",8,1,0,0,2,,
"body gift sets",668,239,5,,,,296,358,8,1,0,0,2,,
"unique christmas gift",2,239,16,1.2,0.85,1.51,393,">100,000",8,1,0,0,0,,
"back to school gifts for kids",8,239,-41,1.22,0.7,1.35,449,">30,000",8,1,0,0,1,,
"mom gifts under 25",80,239,55,,,,176,">3,000",8,1,0,0,0,,
"coffee lovers gifts for women",12,239,5,,,,219,">20,000",8,1,0,0,0,,
"funny gifts women",2,239,6,0.98,0.74,1.24,359,">100,000",8,1,0,0,1,,
"gift kits for women",5,239,-15,1,0.73,1.33,315,">50,000",8,1,0,0,0,,
"gift cert",726,239,37,,,,200,329,8,1,0,0,0,,
"stepped up dad fathers day gifts",238,238,37,1.18,0.88,1.4,138,">1,000",8,0,1,0,0,,
"nurse self care gifts",349,238,-11,,,,298,681,8,0,1,0,0,,
"woman day gifts",1,238,-9,1.47,1.2,1.82,330,">200,000",8,1,0,0,0,,
"valentines bulk gifts for women",1,238,21,,,,156,">200,000",8,1,0,0,0,,
"women skin care gift sets",30,238,-6,1.08,0.72,1.33,276,">8,000",8,1,0,0,0,,
"valentine's day gifts for teen boys",12,238,7,1.04,0.81,1.29,279,">20,000",8,1,0,0,0,,
"food assortments & variety gifts",60,238,-1,0.84,0.59,1.25,293,">4,000",8,1,0,0,0,,
"burts bee gift sets for women",785,238,-39,0.71,0.69,0.95,338,303,8,1,0,0,0,,
"christmas gifts for under 20",2,238,34,,,,133,">100,000",8,1,0,0,0,,
"gifts for eomen",1,238,42,,,,155,">200,000",8,1,0,0,0,,
"big gifts",1,238,320,1.07,0.79,1.33,122,">200,000",8,1,0,0,0,,
"burts bee gift set",700,238,28,1.2,0.79,1.45,239,340,8,1,0,0,0,,
"women gifts under 5",24,238,46,,,,227,">10,000",8,1,0,0,0,,
"matching gifts for friends",30,238,84,,,,194,">8,000",8,1,0,0,0,,
"god gifts for him",59,237,"n/a",,,,147,">4,000",8,1,0,0,0,,
"friendship gift • sisterhood elephant","1,347",237,"n/a",,,,107,176,8,0,1,0,0,,
"rosh hashanah gifts kids",459,237,-19,,,,125,">516",8,0,1,0,0,,
"cute women's gift",1,237,-14,,,,324,">200,000",8,1,0,0,0,,
"graduation gifts for doctor",24,237,43,,,,126,">10,000",8,0,1,0,2,,
"small gifts for elementary students",34,237,28,,,,71,">7,000",8,0,1,0,0,,
"2024 gifts",8,237,-16,0.59,0.52,0.78,247,">30,000",8,1,0,0,0,,
"christmas gifts woman",1,237,51,,,,127,">200,000",8,1,0,0,0,,
"womens gifts 2023",24,237,-19,0.97,0.83,1.25,236,">10,000",8,1,0,0,0,,
"thinking of you gifts for women friends",24,237,44,,,,155,">10,000",8,1,0,0,1,,
"fathers day gifts one day delivery",288,237,11,,,,192,">822",8,1,0,0,0,,
"mothers day gift plant",34,237,15,0.94,0.69,1.09,184,">7,000",8,1,0,0,0,,
"spiderman valentines gifts","2,194",237,8,,,,191,108,8,0,1,0,0,,
"gift gard",24,237,60,,,,90,">10,000",8,1,0,0,0,,
"bridesmaid bachelorette gifts",26,237,-13,,,,301,">9,000",8,0,1,0,0,,
"valentines gifts for grandkids",79,237,75,0.71,0.56,0.91,93,">3,000",8,1,0,0,0,,
"gift cad",24,237,6,0.58,0.48,0.87,201,">10,000",8,1,1,0,0,,
"lego star wars gift",237,237,-8,,,,320,">1,000",8,0,1,0,0,,
"gift care",30,237,22,,,,261,">8,000",8,1,0,0,0,,
"john deere gifts for kids",291,237,12,,,,249,815,8,0,1,0,0,,
"cloth gift bags christmas",119,237,3,0.72,0.64,1.07,269,">2,000",8,0,1,0,0,,
"funny mom gift",3,237,2,1.46,1.2,1.69,332,">70,000",8,1,0,0,0,,
"gifts for a mom friend",2,237,13,1.41,1.14,1.71,336,">100,000",8,1,0,0,0,,
"dorm room gifts",4,237,12,0.82,0.71,0.92,303,">60,000",8,1,0,0,0,,
"gifts for women kitchen",2,237,38,,,,287,">100,000",8,1,0,0,0,,
"halloween bulk gifts for adults",0,236,"n/a",,,,60,0,8,0,1,0,0,,
"gift wrap clamps with tape dispensers",0,236,"n/a",2.13,1.44,2.49,9,0,8,0,1,0,0,,
"gift wrap clamps with tape",0,236,"n/a",2.05,1.44,2.7,9,0,8,0,1,0,0,,
"bulk pharmacy technician gifts",8,236,"n/a",,,,102,">30,000",8,0,1,0,0,,
"1st dating anniversary gift for him",249,236,"n/a",,,,59,">947",8,0,1,0,0,,
"best gifts for 1 year old girl birthday",24,236,-22,1.23,1.01,1.48,156,">10,000",8,0,1,0,0,,
"mothers day gift set under 10 dollars",2,236,52,,,,140,">100,000",8,1,1,0,0,,
"happy birthday money box for cash gift pull",461,236,26,,,,211,512,8,0,1,0,10,,
"$3 gift",2,236,-3,,,,373,">100,000",8,0,1,0,0,,
"college bound gifts for girls","1,723",236,4,,,,254,137,8,1,0,0,0,,
"prayer mat gift",59,236,-5,,,,241,">4,000",8,0,1,0,1,,
"competition cheer gifts",118,236,"1,190",,,,161,">2,000",8,1,1,0,0,,
"christmas gifts for boyfriend teens",118,236,7,,,,234,">2,000",8,1,0,0,0,,
"wednesday gifts for girls",236,236,36,0.73,0.54,0.94,304,">1,000",8,0,1,0,0,,
"horror christmas gifts",4,236,10,,,,252,">60,000",8,0,1,0,1,,
"10 pack gifts",1,236,41,1.08,0.7,1.19,131,">200,000",8,0,1,0,0,,
"easter gift college student",259,236,59,0.89,0.6,1.24,157,911,8,1,0,0,0,,
"fun birthday gifts for women friends",6,236,13,,,,192,">40,000",8,1,0,0,0,,
"blue willow gifts","2,682",236,-3,,,,178,88,8,0,1,0,0,,
"amener luxury business gift set","2,682",236,-11,,,,1,88,8,1,0,0,0,,
"best hair dresser gift","1,040",236,3,,,,197,227,8,0,1,0,0,,
"5 dollar kids gifts",59,236,-25,,,,289,">4,000",8,0,1,0,0,,
"daughter in law mothers day gifts",24,236,-8,1.06,0.91,1.14,284,">10,000",8,0,1,0,0,,
"baby gifts for girls unique",4,236,9,,,,288,">60,000",8,0,1,0,0,,
"small white gift bag",39,236,42,,,,282,">6,000",8,0,1,0,0,,
"firefighter valentines day gifts",236,236,49,,,,123,">1,000",8,0,1,0,0,,
"valentines gift for friends",2,236,8,0.96,0.77,1.48,172,">100,000",8,1,0,0,0,,
"christmas gift for your boyfriend",2,236,61,,,,59,">100,000",8,0,1,0,0,,
"thank you gifts for teens",2,236,93,,,,60,">100,000",8,0,1,0,0,,
"bath and body works mini gift sets",477,236,4,,,,252,495,8,0,1,0,0,,
"elephant gifts for teachers",79,236,92,,,,87,">3,000",8,0,1,0,0,,
"disney couples gifts",236,236,38,,,,184,">1,000",8,1,0,0,0,,
"gifts for wormen",3,236,14,,,,240,">80,000",8,1,1,0,0,,
"gifts for lil sister",118,236,20,,,,147,">2,000",8,0,1,0,0,,
"fiesta gifts",2,236,78,,,,93,">100,000",8,0,1,0,0,,
"yellow labrador gifts",236,236,9,,,,228,">1,000",8,0,1,0,2,,
"sweet gifts for him",30,236,9,1.14,0.81,1.23,282,">8,000",8,1,0,0,0,,
"gift for english teacher",5,236,26,,,,263,">50,000",8,0,1,0,2,,
"jewish baby girl gifts",59,236,49,,,,64,">4,000",8,0,1,0,0,,
"nitting gifts",12,236,118,,,,28,">20,000",8,0,1,0,0,,
"emmanuels gift","1,276",236,22,,,,261,">185",8,0,1,0,0,,
"study gifts",3,236,17,,,,382,">80,000",8,1,0,0,0,,
"mom friend gifts",2,236,15,1.05,0.92,1.43,312,">100,000",8,1,0,0,0,,
"best engagement gifts",30,236,-12,1.38,1.03,1.6,271,">8,000",8,0,1,0,0,,
"super hero girls gift bag","1,249",236,58,,,,107,189,8,0,1,0,0,,
"gift wrapping paper red",2,236,33,,,,300,">100,000",8,0,1,0,0,,
"23 birthday gifts for women",12,236,38,,,,169,">20,000",8,1,0,0,2,,
"first grade gifts for girls",34,236,25,,,,248,">7,000",8,0,1,0,0,,
"sentimental teacher gifts",79,236,33,,,,268,">3,000",8,0,1,0,0,,
"top birthday gifts for women",26,236,33,,,,250,">9,000",8,1,0,0,0,,
"new moms gifts",5,236,336,1.12,0.89,1.43,262,">50,000",8,1,0,0,0,,
"gag gift puzzle",337,236,-15,0.74,0.54,1.09,268,">701",8,0,1,0,2,,
"pregnancy test gift box",944,236,55,,,,163,250,8,0,1,0,6,,
"gift for volleyball coach",79,236,343,,,,35,">3,000",8,0,1,0,1,,
"bronze 8 year anniversary gifts for him",477,235,-18,,,,137,493,8,0,1,0,0,,
"70 year old woman gifts",118,235,-10,,,,256,">2,000",8,0,1,0,0,,
"xbox gift card40","117,500",235,5,,,,0,2,8,1,0,0,0,,
"mothers day gifts for mom mug",24,235,-8,1.33,1.08,1.52,191,">10,000",8,1,0,0,0,,
"national women's day gifts",118,235,25,,,,180,">2,000",8,1,0,0,0,,
"nuts christmas gift",235,235,30,,,,81,">1,000",8,0,1,0,0,,
"nani gifts from grandkids",363,235,-9,0.89,0.65,1.15,232,648,8,0,1,0,3,,
"gerbera daisy gifts",770,235,7,0.91,0.7,1.17,182,">305",8,0,1,0,0,,
"christmas gift for brothers",3,235,-29,,,,228,">80,000",8,0,1,0,0,,
"gifts for 10+ year old boys trendy 2023",349,235,-9,1.27,0.94,1.52,192,">674",8,0,1,0,0,,
"mothers day gifts delivered today",292,235,107,1.46,1.1,1.92,115,">804",8,1,0,0,0,,
"angel flower gift",8,235,26,1.25,0.89,1.31,128,">30,000",8,0,1,0,0,,
"mothers day gift ebt","3,013",235,-20,1.33,0.98,1.64,73,78,8,0,1,0,0,,
"plant mothers day gifts",24,235,11,0.9,0.7,1.01,102,">10,000",8,1,1,0,0,,
"happy easter gifts",59,235,16,1.4,0.94,1.92,283,">4,000",8,1,0,0,3,,
"gift for party guest kids",3,235,-1,,,,275,">70,000",8,0,1,0,0,,
"aesthetic gifts for teens",12,235,-34,,,,278,">20,000",8,0,1,0,0,,
"easter gift adult",12,235,-16,1.28,0.85,1.62,275,">20,000",8,1,0,0,0,,
"valentine gifts for college daughter",12,235,60,,,,213,">20,000",8,1,0,0,0,,
"pens in gift box",78,235,11,,,,48,">3,000",8,0,1,0,1,,
"candy for christmas gifts",78,235,23,,,,130,">3,000",8,0,1,0,0,,
"large fabric christmas gift bags",2,235,48,0.87,0.64,1.03,147,">100,000",8,0,1,0,0,,
"gifts for people who work from home",118,235,85,1.13,0.95,1.46,181,">2,000",8,1,0,0,1,,
"women travel gifts",24,235,7,,,,209,">10,000",8,1,0,0,0,,
"get well food gifts",24,235,12,,,,295,">10,000",8,0,1,0,0,,
"wood watch gift",235,235,10,,,,180,">1,000",8,0,1,0,1,,
"revlon gift set",325,235,-13,,,,271,723,8,0,1,0,0,,
"cool nerd gifts",78,235,-29,1.11,0.88,1.41,276,">3,000",8,1,0,0,0,,
"kids art gift",8,235,-6,,,,240,">30,000",8,0,1,0,0,,
"rcia gifts",351,235,47,0.88,0.59,1.27,84,">670",8,0,1,0,0,,
"ordained minister gifts",414,235,23,,,,179,">567",8,0,1,0,0,,
"gifts plants",2,235,-8,,,,309,">100,000",8,1,0,0,0,,
"woman christmas gifts unique",1,234,4,,,,244,">200,000",8,1,0,0,0,,
"mother’s day gift set",12,234,-15,1.02,0.88,1.35,209,">20,000",8,1,0,0,0,,
"unique office gifts for coworkers",2,234,41,0.73,0.54,1.14,193,">100,000",8,1,0,0,0,,
"valentines day gifts for sons",1,234,14,1,0.72,1.32,267,">200,000",8,1,0,0,0,,
"gift boxes with lids 10x10",285,234,4,,,,158,">821",8,0,1,0,0,,
"dad office gifts",12,234,-7,1.23,0.96,1.69,275,">20,000",8,1,0,0,0,,
"christmas cat gift bags",117,234,2,,,,254,">2,000",8,0,1,0,0,,
"it gifts",1,234,28,0.86,0.68,1.06,266,">200,000",8,1,1,0,0,,
"teacher apple gifts",47,234,-22,0.84,0.72,1.13,290,">5,000",8,0,1,0,0,,
"inspirational gifts for girls",4,234,13,,,,395,">60,000",8,1,0,0,0,,
"gift for her under 10 dollars",2,234,-18,,,,287,">100,000",8,1,0,0,0,,
"easter egg gift",78,234,24,0.81,0.63,0.96,105,">3,000",8,0,1,0,1,,
"best anniversary gifts",2,234,55,,,,259,">100,000",8,1,0,0,0,,
"top gifts for 14 year girl",23,233,"n/a",,,,128,">10,000",8,0,1,0,0,,
"birthdays gift",1,233,-10,,,,206,">200,000",8,1,0,0,0,,
"$10 gift sets",2,233,-9,,,,89,">100,000",8,1,0,0,0,,
"back to school student gifts",12,233,-19,0.67,0.53,0.86,315,">20,000",8,1,0,0,0,,
"butterfly gifts for women birthday",12,233,-3,,,,180,">20,000",8,1,0,0,0,,
"eco friendly gifts for her",26,233,45,,,,199,">9,000",8,1,0,0,0,,
