"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"grey stanley","2,747",456,-16,0.56,0.47,0.76,270,166,8,1,0,0,0,,
"stanley lavender","1,421",456,-4,0.75,0.56,0.79,215,321,8,1,0,0,0,,
"$100",5,456,-1,1.18,0.78,1.4,306,">100,000",8,1,0,0,6,,
"stocking stuffers mom",51,456,756,1.13,0.85,1.51,254,">9,000",8,1,0,0,0,,
"夜灯","2,303",456,-3,1.13,0.85,1.37,341,198,8,1,0,0,0,,
"礼品卡","5,067",456,5,0.55,0.5,0.6,99,90,8,1,0,0,0,,
"old fashion smoker",989,456,-1,1.68,1.47,1.9,305,461,8,1,0,0,0,,
"cute winter socks for women",114,456,73,0.83,0.68,1.02,258,">4,000",8,1,0,0,0,,
"barefoot dream socks","3,677",456,38,0.83,0.66,0.92,230,124,8,1,0,0,0,,
"womens birthday",2,456,-7,1.35,1.02,1.73,342,">200,000",8,1,0,0,1,,
"travel pot",114,456,-2,0.9,0.73,1.25,487,">4,000",8,0,0,1,0,,
"womens massager",114,456,-3,1.09,0.86,1.6,8,">4,000",8,1,0,0,0,,
"blue fuzzy socks for women",571,456,"1,356",0.79,0.63,1,119,">798",8,1,0,0,0,,
"whisky smoker","1,292",456,6,2.39,1.57,2.97,243,353,8,1,0,0,0,,
"unique cups",11,456,10,0.66,0.51,0.8,421,">40,000",8,1,0,0,0,,
"rechargeable food warmer",601,456,6,1.06,0.72,1.44,298,">759",8,1,0,0,0,,
"smart sleep mask",822,456,-1,1.92,1.5,2.5,233,555,8,1,0,0,0,,
"useless things","3,738",456,8,0.72,0.54,0.85,316,122,8,1,0,0,2,,
"lotion set for women",114,456,107,1.47,1.01,1.69,199,">4,000",8,1,0,0,1,,
"window herb garden",228,456,-6,0.71,0.49,0.88,305,">2,000",8,1,0,1,6,,
"grow kits",46,456,1,0.81,0.65,1.22,353,">10,000",8,1,0,0,0,,
"regalos para novio",228,456,-12,1.01,0.76,1.26,327,">2,000",8,1,0,0,0,,
"vintage items",5,456,10,0.85,0.65,1.01,382,">100,000",8,1,0,0,0,,
"headache massager",456,456,3,1.63,1.22,2.23,359,">1,000",8,1,0,0,1,,
"mother birthday",5,456,-9,1.43,1,1.7,345,">100,000",8,1,0,1,2,,
"fizzy socks womens","1,663",454,"n/a",,,,60,273,8,1,0,0,0,,
"lego minecraft cherry blossom","2,415",454,76,,,,127,188,8,1,0,0,0,,
"best wedding registry items 2024","3,388",454,30,0.92,0.69,1.2,247,">134",8,1,0,0,0,,
"women soft cozy thick winter warm indoor slipper socks",454,454,62,0.84,0.61,1.04,249,">1,000",8,1,0,0,0,,
"stanley cup ice flow","1,773",454,-12,0.65,0.46,0.86,200,256,8,1,0,0,0,,
"plant starter glass tubes","2,454",454,-3,0.95,0.7,1.24,264,185,8,1,0,0,0,,
"stanley transit bottle 20 oz","10,558",454,-29,0.58,0.41,0.65,31,43,8,1,0,0,0,,
"thick fuzzy socks for women",227,454,63,0.93,0.76,1.13,236,">2,000",8,1,0,0,0,,
"cool finds tiktok","3,914",454,42,0.86,0.64,1.1,224,116,8,1,0,0,0,,
"for girls 10-12",45,454,30,1.21,0.91,1.55,244,">10,000",8,1,0,0,2,,
"house decore",5,454,3,0.8,0.54,1.1,354,">100,000",8,1,0,0,0,,
"adult snacks variety pack",91,454,-8,1,0.63,1.3,291,">5,000",8,1,0,0,0,,
"plus size wearable blanket","1,237",454,15,0.88,0.72,0.97,327,">367",8,1,0,0,0,,
"oversized sherpa hoodie",57,454,30,0.91,0.81,1.19,363,">8,000",8,1,0,1,0,,
"plus size fuzzy socks",923,454,42,0.77,0.63,0.92,291,">492",8,1,0,0,0,,
"female stocking stuffers",15,454,548,1.01,0.8,1.34,205,">30,000",8,1,0,0,0,,
"snack bix",15,454,-16,0.91,0.62,1.13,323,">30,000",8,1,0,0,0,,
"battery powered food warmer",530,454,5,0.8,0.67,1.09,326,">856",8,1,0,0,2,,
"huddy for women",938,454,4,0.86,0.69,0.94,477,">484",8,1,0,0,0,,
"11 year old girl toys",454,454,-11,0.96,0.71,1.12,315,">1,000",8,1,0,0,0,,
"8 year old toys for girls",76,454,-2,,,,386,">6,000",8,1,0,0,0,,
"travel set women",23,454,-7,,,,392,">20,000",8,1,0,0,0,,
"funny gadgets",114,454,8,0.83,0.57,1.03,345,">4,000",8,1,0,0,0,,
"fuzzy socks set","1,027",454,"1,309",0.86,0.69,1.04,282,">442",8,1,0,0,1,,
"outdoor garden statues",45,454,-7,0.84,0.67,1.13,398,">10,000",8,1,0,0,1,,
"unboxme cloud socks","11,590",452,-7,,,,22,39,8,1,0,0,0,,
"aroma therapy shower steamer",885,452,-1,,,,282,511,8,1,0,1,0,,
"stanley neon","1,492",452,-23,0.59,0.47,0.68,196,303,8,1,0,0,0,,
"hospital bag for women labor delivery essentials","1,421",452,-7,0.74,0.48,0.81,379,318,8,1,0,0,0,,
"stanley 36 oz water bottle","1,507",452,1,0.78,0.65,0.95,284,300,8,1,0,0,0,,
"razer gold email delivery","150,667",452,4,0.51,0.49,0.59,0,3,8,1,0,0,0,,
"self care set for women",90,452,68,1.02,0.77,1.25,169,">5,000",8,1,0,0,0,,
"5-7 year old girl toys",113,452,65,1.33,1.01,1.66,225,">4,000",8,1,0,0,0,,
"solar ornaments for outside",151,452,88,1.17,0.87,1.53,204,">3,000",8,1,0,0,0,,
"birthday snacks for women",452,452,2,0.87,0.63,1.18,319,">1,000",8,1,0,0,0,,
"table top fire pits for outside patio",452,452,3,0.98,0.73,1.34,392,">1,000",8,1,0,0,0,,
"shower stramers",740,452,11,2.09,1.54,2.56,276,">611",8,1,0,0,0,,
"things for 7 year old girls",452,452,21,,,,424,">1,000",8,1,0,0,0,,
"items under $10",5,452,-4,1.17,0.76,1.24,273,">100,000",8,1,0,0,0,,
"less than 2 dollar items","1,171",452,-4,1.19,0.86,1.74,359,">386",8,1,0,1,0,,
"camera for 8 year old girl",926,452,34,1.75,1.15,1.96,292,488,8,1,0,0,0,,
"snuggle hoodies for women","1,020",452,718,,,,269,">443",8,1,0,0,0,,
"chalk hair color for girls","2,318",452,7,1.12,0.85,1.26,259,195,8,1,0,0,0,,
"duck lights",45,452,12,,,,175,">10,000",8,1,0,0,0,,
"afterpay","2,807",452,-5,0.92,0.89,1.25,383,161,8,1,0,0,1,,
"glass cup with bamboo lid",226,452,-3,0.7,0.56,0.89,309,">2,000",8,1,0,0,3,,
"tiny stocking stuffers",75,452,228,0.64,0.48,0.78,234,">6,000",8,1,0,0,0,,
"cocktail smoking kit",940,452,0,2.09,1.79,2.59,303,481,8,1,0,0,2,,
"self sustaining terrarium","1,787",452,-3,0.6,0.51,0.76,292,253,8,1,0,0,0,,
"regalo mujer",5,452,3,1.24,1.07,1.42,478,">100,000",8,1,0,0,0,,
"round blanket","2,935",452,-1,0.86,0.65,1.08,299,154,8,1,0,0,9,,
"college student",6,452,2,0.97,0.8,1.38,344,">80,000",8,1,0,0,6,,
"school gadgets",113,452,-9,0.71,0.57,1.06,336,">4,000",8,1,0,0,0,,
"wearable blanket for women",452,452,65,0.94,0.7,1.09,368,">1,000",8,1,0,0,1,,
"fire pit for patio",226,452,2,0.99,0.8,1.39,366,">2,000",8,1,0,0,0,,
"fun stuff for women",23,452,2,0.94,0.74,1.17,414,">20,000",8,1,0,0,0,,
"solar outdoor decorations",45,452,3,1.23,0.96,1.4,335,">10,000",8,1,0,0,0,,
"turtle solar lights outdoor garden",940,452,-5,0.94,0.81,1.3,272,481,8,1,0,1,0,,
"top toys for 8 year old girls",452,452,74,,,,175,">1,000",8,1,0,0,0,,
"light blue stanley cup 40 oz","1,536",450,5,0.6,0.37,0.77,267,293,8,1,0,0,0,,
"stanley cup hot drinks","1,406",450,1,0.66,0.5,0.94,401,320,8,1,0,0,0,,
"prizes for adults party games",90,450,26,0.86,0.61,1.01,312,">5,000",8,1,0,0,0,,
"户外","3,600",450,0,0.94,0.78,1.33,308,">125",8,1,0,0,1,,
"crave box snack box variety","1,744",450,0,0.59,0.58,0.87,357,258,8,1,0,0,0,,
"womens slipper socks size 9-11",450,450,834,0.76,0.62,0.91,237,">1,000",8,1,0,0,0,,
"shower bombs for women relaxing",551,450,144,1.82,1.42,2.1,48,">817",8,1,0,0,0,,
"s mores makers indoor","2,344",450,3,0.81,0.67,1.14,365,192,8,1,0,0,0,,
"scrape book",9,450,3,0.96,0.68,1.23,279,">50,000",8,1,0,0,0,,
"7 year old",56,450,-1,1.11,0.9,1.34,384,">8,000",8,1,0,0,7,,
"halloween fuzzy socks",450,450,-36,0.73,0.51,0.81,470,">1,000",8,1,0,0,3,,
"deliver today",45,450,2,2.05,1.3,2.74,403,">10,000",8,1,0,0,0,,
"ramo de rosas",652,450,-6,1.23,0.88,1.69,312,690,8,1,0,0,0,,
"vintage coffee mug",150,450,16,0.57,0.45,0.76,362,">3,000",8,1,0,0,3,,
"spa sets for women","1,056",450,13,1.1,0.93,1.53,309,426,8,1,0,0,0,,
"stocking stuffers christmas",9,450,"1,234",,,,124,">50,000",8,1,0,0,2,,
"cottage home decor",23,450,2,0.59,0.44,0.84,300,">20,000",8,1,0,0,1,,
"term stanley","3,689",450,-18,0.65,0.52,0.9,113,122,8,1,0,0,0,,
"live herb plants indoor",150,450,4,0.49,0.3,0.72,392,">3,000",8,1,0,0,0,,
"solar outdoor decor",23,450,-4,1.19,0.74,1.4,420,">20,000",8,1,0,1,0,,
"the way big hoodie",22,449,-1,0.99,0.64,1.35,114,">20,000",8,1,0,0,0,,
"detalles para mujer","1,279",449,4,1.33,0.98,1.54,290,351,8,1,0,0,0,,
"tie dye stanley cup","2,738",449,-5,0.6,0.48,0.78,284,164,8,1,0,0,0,,
"legos de flores",449,449,-1,0.8,0.6,0.94,258,">1,000",8,1,0,0,0,,
"cozylyf","11,816",449,85,0.98,0.79,1.21,32,38,8,1,0,0,0,,
"smirly charcuterie board","1,833",449,-19,1.05,1.02,1.49,286,245,8,1,0,0,0,,
"100$",45,449,2,1.06,0.76,1.54,319,">10,000",8,1,0,0,2,,
"ahumador de cocteles","1,160",449,-4,1.43,0.92,1.59,244,387,8,1,0,0,0,,
"kids camara",150,449,0,1.58,1.2,1.98,247,">3,000",8,1,0,0,0,,
"coffee sets for serving","2,755",449,-3,0.67,0.55,0.81,331,163,8,1,0,0,0,,
"movie night popcorn",747,449,0,0.83,0.57,1.15,255,601,8,1,0,0,7,,
"crochet toys",112,449,-6,0.62,0.53,0.75,340,">4,000",8,1,0,0,0,,
"home office must haves",15,449,-25,1.02,0.76,1.24,437,">30,000",8,1,0,0,0,,
"travel packing bags for women",150,449,"6,133",,,,48,">3,000",8,1,0,0,0,,
"thermos hot food",905,449,-20,0.62,0.46,0.73,382,">496",8,0,0,1,0,,
"funny presents",7,449,10,0.75,0.53,0.91,398,">60,000",8,1,0,0,0,,
"kitchen kit",22,449,-9,1.37,0.97,1.81,389,">20,000",8,0,0,1,0,,
"body lotion set",90,449,11,1.02,0.7,1.45,342,">5,000",8,1,0,0,2,,
"regalos para mujer elegantes",45,447,-6,1.54,0.94,1.67,393,">10,000",8,1,0,0,0,,
"fleece hoodie blanket",470,447,92,0.96,0.72,1.16,197,">951",8,1,0,0,1,,
"sleeping socks for cold feet",447,447,12,1.1,0.9,1.42,298,">1,000",8,1,0,0,0,,
"renpho massage","1,274",447,-7,1.64,1.46,2.4,286,351,8,1,0,0,0,,
"thanksgiving meal kit","15,414",447,887,1.29,0.92,2.44,196,29,8,1,0,0,0,,
"applecard","63,857",447,2,1.13,0.73,1.53,15,7,8,0,0,1,0,,
"presents for parents",22,447,32,0.92,0.66,1.16,383,">20,000",8,1,0,0,0,,
"christmas care package",9,447,"1,056",0.97,0.65,1.23,188,">50,000",8,1,0,0,3,,
"small fire pit table",89,447,-1,1.01,0.62,1.36,421,">5,000",8,1,0,0,0,,
"spa box",149,447,5,1.05,0.79,1.43,292,">3,000",8,1,0,0,1,,
"cute duck",45,447,-12,0.84,0.61,1.08,299,">10,000",8,1,0,0,14,,
"aniversario",4,447,14,1.11,0.87,1.36,294,">100,000",8,1,0,0,10,,
"battery operated crock pot","2,511",447,-16,0.68,0.45,0.95,241,178,8,1,0,0,0,,
"adult fuzzy socks",530,447,960,0.79,0.66,1,141,">844",8,1,0,0,0,,
"table top fire pit bowl",447,447,-3,0.89,0.64,1.28,276,">1,000",8,1,0,0,11,,
"5 items for women",4,447,-2,1.06,0.72,1.17,301,">100,000",8,1,0,0,0,,
"random weird stuff","2,693",447,-2,0.77,0.57,0.95,392,166,8,1,0,0,0,,
"unique flower pots",112,447,-2,0.55,0.47,0.67,414,">4,000",8,1,0,0,0,,
"air plant terrarium",447,447,-2,0.62,0.43,0.72,303,">1,000",8,1,0,0,6,,
"glass mug set",224,447,-6,0.62,0.44,0.8,323,">2,000",8,1,0,0,0,,
"adventure book photo album",777,447,5,0.62,0.6,0.75,256,">575",8,1,0,0,4,,
"snack box for adults",89,447,-3,0.81,0.59,1.14,358,">5,000",8,1,0,0,1,,
"photo album cute",447,447,3,0.59,0.4,0.76,305,">1,000",8,1,0,0,0,,
"returns items",149,447,12,1.23,0.91,1.6,365,">3,000",8,1,0,0,0,,
"candy snack box",50,447,-8,0.87,0.56,1.1,390,">9,000",8,1,0,0,0,,
"womens socks fuzzy",149,447,140,0.84,0.65,0.99,246,">3,000",8,1,0,0,0,,
"indoor gardening kit",149,447,2,0.91,0.86,0.96,310,">3,000",8,1,0,0,0,,
"hand care kit",447,447,3,1.31,1,1.76,359,">1,000",8,1,0,0,2,,
"present for women",4,447,24,1.03,0.77,1.25,390,">100,000",8,1,0,0,0,,
"comfortable socks",4,447,-2,1.38,1.08,1.57,340,">100,000",8,1,0,0,0,,
"lip care set for women",223,445,"n/a",,,,48,">2,000",8,1,0,0,0,,
"regalos para navidad para la familia","2,432",445,-17,,,,103,183,8,1,0,0,0,,
"beyond beauty club app","74,167",445,-3,,,,9,6,8,1,0,0,0,,
"smoker for whiskey drinks","1,067",445,-1,1.76,1.49,2.25,237,417,8,1,0,0,0,,
"stanley quick flip go","2,987",445,-5,0.67,0.5,0.77,105,149,8,1,0,0,5,,
"make up girls 8-12",445,445,153,,,,30,">1,000",8,1,0,0,0,,
"9 herb indoor window garden kit","4,684",445,23,1.02,0.76,1.15,120,95,8,1,0,0,2,,
"stanley for hot drinks",445,445,-1,0.79,0.52,0.87,373,">1,000",8,1,0,0,0,,
"coqutte",45,445,16,0.62,0.42,0.8,310,">10,000",8,1,0,0,0,,
"stanley cup sale",715,445,-17,0.92,0.71,1.2,339,622,8,1,0,0,0,,
"stanley ice flow straw","2,060",445,-13,0.76,0.52,0.91,247,216,8,1,0,0,0,,
"self care essentials for women",89,445,8,1.18,0.64,1.41,387,">5,000",8,1,0,0,0,,
"stanley iceflow stainless steel tumbler with straw",996,445,-37,0.71,0.59,0.84,310,447,8,1,0,0,1,,
"top girls toys age 8-10",223,445,204,,,,297,">2,000",8,1,0,0,0,,
"presents for girls 10-12",89,445,14,1.25,1,1.61,413,">5,000",8,1,0,0,0,,
"toys for girls 8-12",45,445,17,1.26,0.96,1.67,283,">10,000",8,1,0,0,0,,
"packing cubed",445,445,-9,1.28,0.9,1.41,293,">1,000",8,1,0,0,0,,
"guft box",22,445,-2,1.02,0.82,1.19,261,">20,000",8,1,0,0,0,,
"young adult stocking stuffers",148,445,96,1.14,0.88,1.36,299,">3,000",8,1,0,0,0,,
"tablas para quesos","1,199",445,6,1.13,0.71,1.5,342,371,8,1,0,0,0,,
"medias para invierno mujer","1,454",445,-7,0.76,0.63,0.88,359,306,8,1,0,0,0,,
"herb garden kits",687,445,218,,,,121,">648",8,1,0,0,0,,
"terarium",22,445,1,0.86,0.66,1.07,320,">20,000",8,1,0,0,0,,
"things for her",9,445,7,1.15,0.84,1.63,273,">50,000",8,1,0,0,0,,
"patio stuff",45,445,-1,0.96,0.62,1.22,458,">10,000",8,1,0,0,0,,
"oversize",4,445,-6,1.19,0.92,1.26,364,">100,000",8,1,0,0,5,,
"outdoor table top fire pit",445,445,4,1.04,0.67,1.43,311,">1,000",8,1,0,0,0,,
"up photo album","1,229",445,0,0.82,0.66,0.99,313,">362",8,1,0,0,0,,
"body care set for women",111,445,22,1.1,0.88,1.39,337,">4,000",8,1,0,0,0,,
"snacks packs",5,445,-7,1.39,0.91,1.93,350,">90,000",8,1,0,0,0,,
"smores kit indoor","1,705",445,9,1.13,0.7,1.45,358,261,8,1,0,0,0,,
"snack packs for adults",45,445,-1,1.27,0.84,1.61,349,">10,000",8,1,0,0,0,,
"stanley quick flip go water bottle","2,110",443,5,0.71,0.58,0.93,195,210,8,1,0,0,1,,
"smores tabletop fire pit",494,443,4,1.23,0.97,1.71,266,">896",8,1,0,0,1,,
"toys for girls age 4-6",15,443,-6,1.3,1.06,1.54,282,">30,000",8,1,0,0,0,,
"table fire pit tabletop indoor",454,443,-9,0.88,0.75,1.27,313,">976",8,1,0,0,0,,
"christmas for 10 year old girl",148,443,65,,,,318,">3,000",8,1,0,0,0,,
"stuff for 10 year olds",443,443,6,0.68,0.52,0.84,370,">1,000",8,1,0,0,0,,
"soft ankle socks for women",44,443,3,1.3,1.09,1.61,331,">10,000",8,1,0,0,0,,
"kit de regalo para mujer","1,002",443,13,1.02,0.77,1.19,298,442,8,1,0,0,0,,
"smart goggles therabody","18,458",443,-25,2.34,2.12,2.75,15,24,8,1,0,0,0,,
"selfcare essentials",111,443,-3,1.07,0.81,1.41,368,">4,000",8,1,0,0,0,,
"stanley iceflow flip straw tumbler 30 oz","1,934",443,40,0.69,0.5,0.78,251,229,8,1,0,0,1,,
"scrapebook",4,443,-4,0.73,0.55,0.89,211,">100,000",8,1,0,0,0,,
"mens gifta",4,443,32,1.07,0.97,1.46,381,">100,000",8,1,0,0,0,,
"fluffy sock",222,443,72,0.8,0.66,0.98,244,">2,000",8,1,0,0,0,,
"must haves for home",4,443,-9,0.88,0.64,1.04,452,">100,000",8,1,0,0,0,,
"funny blankets for women",222,443,339,1.05,0.82,1.34,213,">2,000",8,1,0,0,0,,
"terranium",44,443,-2,0.69,0.65,0.99,289,">10,000",8,1,0,0,0,,
"scapbook","2,032",443,-3,0.73,0.59,0.88,294,">218",8,1,0,0,0,,
"family night",4,443,2,0.95,0.69,1.21,393,">100,000",8,1,0,0,7,,
"lighter pink",746,443,6,1.04,0.77,1.28,230,">594",8,1,0,0,1,,
"fireplace indoor",148,443,12,0.82,0.6,1.18,353,">3,000",8,1,0,0,1,,
"smores maker indoor","1,194",443,19,1.07,0.86,1.42,435,371,8,1,0,0,0,,
"fluffy socks bulk",443,443,41,,,,287,">1,000",8,1,0,0,0,,
"carry on essentials",44,443,-18,0.99,0.8,1.34,397,">10,000",8,1,0,0,0,,
"outdoor tabletop fire pit",443,443,-3,1.06,0.73,1.49,301,">1,000",8,1,0,0,0,,
"turtle figurine",222,443,-9,0.69,0.47,0.9,221,">2,000",8,1,0,0,12,,
"relationship scrapbook",497,443,-8,0.58,0.53,0.68,267,">891",8,1,0,0,1,,
"trip essentials",11,443,-11,0.92,0.62,1.17,373,">40,000",8,1,0,0,0,,
"outdoor balcony decor",15,443,-19,0.86,0.65,1.07,433,">30,000",8,1,0,0,1,,
"outdoor statues for garden",44,443,-25,0.76,0.64,1,311,">10,000",8,1,0,0,1,,
"outdoor decoration",4,443,-5,0.81,0.62,1,373,">100,000",8,1,0,0,1,,
"travel kits for women",22,443,-5,0.81,0.56,1.22,390,">20,000",8,1,0,0,0,,
"travel toiletry bag set",55,443,-3,0.54,0.44,0.69,334,">8,000",8,1,0,0,1,,
"girl toys 8 years old",55,443,29,,,,190,">8,000",8,1,0,0,0,,
"kids girls",4,443,0,1.08,0.92,1.33,467,">100,000",8,1,0,0,1,,
"spa package",222,443,10,0.98,0.69,1.15,277,">2,000",8,1,0,0,0,,
"burt's bees lip balm advent calendar","4,510",442,-43,1.03,0.92,1.14,42,98,8,1,0,0,0,,
"girl toys for ages 8-13",111,442,61,,,,192,">4,000",8,1,0,0,0,,
"cozy aesthetic",22,442,-7,,,,356,">20,000",8,1,0,0,1,,
"carry on essentials for women",44,442,-2,0.63,0.48,0.85,348,">10,000",8,1,0,0,0,,
"10-11 year old girl stuff",442,442,13,,,,275,">1,000",8,1,0,0,0,,
"boards for charcuterie",74,442,19,,,,342,">6,000",8,1,0,0,0,,
"fuzzy so ks","2,376",442,46,0.94,0.72,1.1,232,186,8,1,0,0,0,,
"body blanket for women",605,442,136,0.98,0.84,1.27,219,">731",8,1,0,0,0,,
"hair paint for kids washable","2,679",442,99,0.92,0.72,1.22,282,165,8,1,0,0,0,,
"yard art outdoor and garden",44,442,-7,0.72,0.59,0.94,360,">10,000",8,1,0,0,0,,
"candy stocking stuffers for adults",221,442,15,0.82,0.58,0.93,260,">2,000",8,1,0,0,0,,
"hair things for girls",63,442,-16,,,,329,">7,000",8,1,0,0,0,,
"body set",15,442,8,0.98,0.71,1.16,414,">30,000",8,1,0,0,1,,
"iceflow","1,865",442,-24,0.51,0.42,0.75,291,237,8,1,0,0,43,,
"cool stuff for guys",111,442,2,0.95,0.73,1.29,382,">4,000",8,1,0,0,0,,
"cool house decor",11,442,-7,0.65,0.46,0.79,425,">40,000",8,1,0,0,0,,
"ladies fuzzy socks",221,442,89,0.85,0.7,1.08,226,">2,000",8,1,0,0,0,,
"girls hair chalk","2,244",442,15,0.84,0.69,0.94,261,197,8,1,0,0,0,,
"5 items",4,442,-2,1.35,0.81,1.5,401,">100,000",8,1,0,0,0,,
"flavored popcorn kernels",477,442,-3,0.89,0.66,1.28,276,">926",8,1,0,0,0,,
"luxury luggage sets for women","1,136",442,-9,0.89,0.66,1.12,372,389,8,1,0,0,0,,
"fancy glasses",44,442,-3,0.68,0.54,0.93,363,">10,000",8,1,0,0,1,,
"interesting stuff",74,442,32,,,,357,">6,000",8,1,0,0,0,,
"kitchen safe","1,567",442,-18,0.8,0.68,1.11,380,282,8,0,0,1,0,,
"kitchen garden",4,442,-3,0.81,0.59,1.13,330,">100,000",8,1,0,1,10,,
"fluffy socks pack",442,442,119,,,,85,">1,000",8,1,0,0,0,,
"shower streamers for women","4,074",440,"n/a",,,,0,108,8,1,0,0,0,,
"cool things for science lovers","1,021",440,-23,,,,101,431,8,1,0,0,0,,
"lego blossom",440,440,5,0.89,0.67,1.22,276,">1,000",8,1,0,0,0,,
"candy packs variety box",110,440,16,0.8,0.59,1.07,271,">4,000",8,1,0,0,0,,
"emotional support chicken nuggets plush","4,681",440,-73,0.57,0.44,0.62,121,94,8,1,0,0,0,,
"regalo de aniversario para esposa",220,440,-2,,,,275,">2,000",8,1,0,0,2,,
"positive potatoe",455,440,4,0.93,0.65,1.04,288,">967",8,1,0,0,0,,
"stanley water cup",220,440,-3,0.88,0.68,1.04,378,">2,000",8,1,0,0,0,,
"best christmas presents for parents",44,440,186,,,,157,">10,000",8,1,0,0,0,,
"fall socks for women",63,440,-22,1.08,0.87,1.29,337,">7,000",8,1,0,0,0,,
"burts bees stocking stuffer","3,438",440,20,,,,129,128,8,1,0,0,0,,
"7 year old girls toys",147,440,4,,,,315,">3,000",8,1,0,0,0,,
"socks comfy",44,440,61,,,,46,">10,000",8,1,0,0,0,,
"rose flowers",22,440,7,0.87,0.6,1,408,">20,000",8,1,0,0,6,,
"preserved flower",147,440,0,1.12,0.95,1.65,412,">3,000",8,1,0,0,6,,
"wearable hooded blanket",440,440,167,0.93,0.66,1.14,271,">1,000",8,1,0,1,6,,
"shower items",6,440,2,1.21,0.85,1.25,402,">80,000",8,1,0,0,0,,
"double snuggie","1,930",440,13,0.77,0.62,0.96,314,228,8,1,0,0,0,,
"set of 4 coffee mugs",147,440,15,0.54,0.4,0.7,344,">3,000",8,1,0,0,1,,
"burt's bees hand repair cream","2,105",440,157,1.29,0.94,1.88,82,209,8,1,0,0,0,,
"scape book","3,826",440,18,0.71,0.58,0.75,189,115,8,1,0,0,0,,
"chemo care package","1,053",440,10,1,0.7,1.18,296,">418",8,1,0,0,21,,
"hospital care package",892,440,-4,0.78,0.59,0.97,305,">493",8,1,0,0,1,,
"unique items",4,440,0,0.99,0.82,1.37,413,">100,000",8,1,0,0,0,,
"socks winter women",88,440,142,,,,138,">5,000",8,1,0,0,0,,
"birthday duck",44,440,-6,0.55,0.47,0.67,226,">10,000",8,1,0,0,4,,
"tabletop fire pit￼",438,438,-15,1.08,0.81,1.48,149,">1,000",8,1,0,0,0,,
"tumbler with top handle",146,438,-1,0.65,0.53,0.86,304,">3,000",8,1,0,0,2,,
"stanley 32 oz water bottle","1,000",438,0,0.97,0.66,1.11,294,438,8,1,0,0,0,,
"fuzzy crew socks for women",438,438,201,,,,135,">1,000",8,1,0,0,0,,
"womens wearable blanket hoodie",438,438,48,0.84,0.57,0.97,269,">1,000",8,1,0,0,0,,
"work travel essentials",7,438,-7,0.88,0.52,1,345,">60,000",8,1,0,0,1,,
"travel socks for women airplane",632,438,5,1.06,0.88,1.26,359,">693",8,1,0,0,0,,
"mugs coffee mugs",5,438,18,0.69,0.58,0.89,366,">90,000",8,1,0,0,0,,
"mom presents for birthday",5,438,-6,1.66,1.14,2.18,349,">90,000",8,1,0,0,0,,
"oversized sherpa hoodie women",4,438,41,,,,168,">100,000",8,1,0,0,0,,
"college care package for women",669,438,"n/a",,,,36,">655",8,1,0,0,0,,
"stocking stuffers for parents",110,438,301,1.2,0.82,1.45,219,">4,000",8,1,0,0,0,,
"teen hair stuff",438,438,83,,,,231,">1,000",8,1,0,0,0,,
"smoker for cocktails",811,438,-9,2.38,1.76,2.55,275,">540",8,1,0,0,2,,
"retro coffee mugs",219,438,23,,,,426,">2,000",8,1,0,0,0,,
"positive desk decor",63,438,-6,0.77,0.56,1,374,">7,000",8,1,0,0,2,,
"present for 11 year old girl",438,438,-4,,,,305,">1,000",8,1,0,0,0,,
"hair kit for teens",934,438,19,,,,278,">469",8,1,0,0,0,,
"night light animal",438,438,-8,0.87,0.65,1.18,286,">1,000",8,1,0,0,0,,
"present for sister",6,438,73,1.19,0.91,1.56,322,">70,000",8,1,0,0,2,,
"left on tenth delia ephron paperback","109,000",436,"n/a",,,,6,4,8,1,0,0,0,,
"cosy socks for woman",740,436,12,,,,213,">589",8,1,0,0,0,,
"positive pumpkin","4,404",436,-49,0.67,0.55,0.78,770,99,8,1,0,0,18,,
"christmas giftd",4,436,53,,,,190,">100,000",8,1,0,0,0,,
"cottage core kitchen decor",460,436,0,0.66,0.48,0.91,311,">947",8,1,0,0,0,,
"stanley cups with handle",218,436,-7,0.75,0.5,0.81,385,">2,000",8,1,0,0,0,,
"christmas snacks for adults",436,436,"n/a",0.91,0.66,1.23,100,">1,000",8,1,0,0,0,,
"kods camera",145,436,27,1.77,1.26,2.49,257,">3,000",8,1,0,0,0,,
"legos for couples","1,150",436,4,0.66,0.52,0.99,253,379,8,1,0,0,0,,
"lego daisy","1,014",436,1,0.78,0.44,0.91,195,430,8,1,0,0,0,,
"cute plants",44,436,-5,0.68,0.55,0.87,362,">10,000",8,1,0,0,0,,
"car warmer",7,436,138,0.93,0.74,0.99,264,">60,000",8,0,0,1,0,,
"mom christmas presents",2,436,302,1.27,0.95,1.58,208,">200,000",8,1,0,0,0,,
"cool house stuff",44,436,5,0.71,0.68,0.97,370,">10,000",8,1,0,0,0,,
"boho coffee mug",667,436,-5,0.61,0.43,0.74,318,">654",8,1,0,0,2,,
"eye pain relief",745,436,1,2.7,1.61,3.15,333,585,8,1,0,0,0,,
