关键词词组,关键词销量,Magnet IQ得分,搜索量,搜索量趋势,竞品数,CPR,Cluster
wax melt warmer with timer,37,2232.0,1384.0,-4.0,620.0,30,candle warmer
white elephant gifts under 30 dollars,37,13.0,250.0,76.0,20000.0,8,white elephant
white candle warmer lamp,37,1232.0,1232.0,49.0,1000.0,27,candle warmer
lampara para velas aromaticas,37,7991.0,2693.0,35.0,337.0,27,aromatherapy
nice gifts for women,38,8.0,1648.0,103.0,200000.0,26,gift for women
candle carousel,38,7664.0,3288.0,12.0,429.0,29,wax warmer
christmas gifts mom,39,8.0,764.0,41.0,100000.0,11,mom gift
candle warmer wax melts,39,616.0,1232.0,-30.0,2000.0,26,wax warmer
candle warmer lamp timer,39,1164.0,1164.0,87.0,1000.0,26,candle warmer
wax melter warmer,40,1234.0,1234.0,10.0,1000.0,26,wax warmer
cute gifts for mom,40,11.0,1053.0,67.0,100000.0,25,mom gift
christmas mom gifts,40,8.0,821.0,73.0,100000.0,11,mom gift
candle warmer lamp flower,40,3960.0,2194.0,13.0,554.0,27,candle warmer
most popular gifts for women 2024,40,292.0,1458.0,194.0,5000.0,26,gift for women
birthday gift for mom,41,22.0,2199.0,-27.0,100000.0,27,mom gift
gift for mom christmas,41,12.0,1160.0,53.0,100000.0,26,mom gift
farmhouse candle warmer lamp,41,3299.0,1940.0,37.0,588.0,27,candle warmer
candle warmers for jar candles,42,1455.0,1455.0,30.0,1000.0,26,wax warmer
home gift,43,7.0,1432.0,79.0,200000.0,26,house warming
christmas gift for woman,43,8.0,821.0,71.0,100000.0,11,gift for women
electric wax warmer,43,1596.0,1596.0,4.0,1000.0,27,wax warmer
blue candle,43,330.0,1648.0,6.0,5000.0,28,wax warmer
candle warmee,43,46.0,1384.0,41.0,30000.0,26,wax warmer
house warming,45,24.0,1456.0,23.0,60000.0,36,home decor
electric candle warmer lamp,45,1428.0,1428.0,21.0,1000.0,27,candle warmer
christmas gift women,45,11.0,1093.0,45.0,100000.0,26,gift for women
marble base candle warmer lamp,45,4183.0,2196.0,54.0,525.0,27,candle warmer
gifts for mom for christmas,46,12.0,1242.0,31.0,100000.0,26,mom gift
white elephant gifts for office party,46,95.0,286.0,-13.0,3000.0,8,white elephant
cottagecore decor,46,1943.0,7772.0,-7.0,4000.0,36,home decor
candle warmer with timer and auto shut off,46,1740.0,1232.0,34.0,708.0,26,candle warmer
antique decor,47,83.0,6645.0,21.0,80000.0,32,home decor
wax warmer with timer,47,4044.0,1650.0,-9.0,408.0,27,candle warmer
vintage gifts,48,27.0,2704.0,82.0,100000.0,27,other gift
gifts for women christmas,48,17.0,1653.0,60.0,100000.0,26,gift for women
good white elephant gifts for adults,48,414.0,1242.0,132.0,3000.0,26,white elephant
dimmable candle warmer lamp,48,1594.0,1594.0,41.0,1000.0,29,candle warmer
candle warmers lamp,49,1871.0,1871.0,21.0,1000.0,26,candle warmer
home decor aesthetic,49,73.0,7309.0,-18.0,100000.0,34,home decor
marycele candle warmer lamp,49,4159.0,2196.0,10.0,528.0,27,candle warmer
candle warmer lamp white,51,2076.0,1594.0,18.0,768.0,26,candle warmer
candle warmer lamps with timer,51,1655.0,1655.0,58.0,1000.0,26,candle warmer
new job gifts for women,53,69.0,1384.0,12.0,20000.0,27,gift for women
wax warmer lamp,53,2199.0,2199.0,21.0,1000.0,28,candle warmer
lamp candle warmer for jar candles,53,3125.0,3125.0,43.0,1000.0,29,candle warmer
cool gifts for a new mom,53,414.0,3724.0,59.0,9000.0,29,mom gift
candle warmer lamps,54,1660.0,1660.0,-19.0,1000.0,26,candle warmer
candle warming lamp for jar candles,55,1751.0,1653.0,52.0,944.0,26,candle warmer
gifts for the home,56,7.0,1456.0,90.0,200000.0,26,house warming
christmas gifts for women friends,56,16.0,1596.0,46.0,100000.0,26,gift for women
pink home decor,56,51.0,5146.0,5.0,100000.0,30,home decor
candle warmer lamp black,56,4298.0,3116.0,58.0,725.0,29,candle warmer
mom presents,57,17.0,1655.0,27.0,100000.0,27,mom gift
candle warmer light,57,2196.0,2196.0,38.0,1000.0,27,candle warmer
christmas gifts for friends women,59,17.0,1650.0,47.0,100000.0,26,gift for women
moms christmas gifts,59,14.0,1434.0,71.0,100000.0,26,mom gift
wax burner for scented wax,59,1660.0,1660.0,-3.0,1000.0,27,wax warmer
dark academia decor,59,5070.0,10140.0,8.0,2000.0,39,home decor
candle melter,60,1494.0,2988.0,11.0,2000.0,29,wax warmer
candel warmer,62,69.0,2061.0,21.0,30000.0,27,wax warmer
large candle warmer,63,413.0,2063.0,32.0,5000.0,29,wax warmer
shelf decor aesthetic,63,245.0,4906.0,-9.0,20000.0,31,home decor
new home gifts,64,17.0,1663.0,49.0,100000.0,28,house warming
house warming gifts new home women,64,413.0,2063.0,-17.0,5000.0,27,house warming
gift exchange ideas 25,64,225.0,225.0,-23.0,1000.0,8,other gift
light bulb for candle warmer lamp,64,496.0,992.0,26.0,2000.0,12,candle warmer
vintage,65,134.0,13447.0,6.0,100000.0,54,home decor
housewarming gifts for women,65,42.0,2093.0,-6.0,50000.0,27,gift for women
candle watmer,65,68.0,2026.0,33.0,30000.0,27,wax warmer
diptyque,70,15852.0,7308.0,16.0,461.0,47,home decor
gold lamp,70,3087.0,9260.0,-7.0,3000.0,36,aromatherapy
gifts for mother in law christmas,70,105.0,2093.0,129.0,20000.0,27,mom gift
regalos para mujer navidad,71,372.0,3724.0,313.0,10000.0,29,home decor
light candle warmer lamp,71,2066.0,2066.0,24.0,1000.0,27,candle warmer
new mom gift,72,24.0,1661.0,21.0,70000.0,27,mom gift
new mom christmas gifts,72,31.0,1245.0,167.0,40000.0,26,mom gift
lamp warmer,75,2700.0,2700.0,62.0,1000.0,31,candle warmer
electric wax melt warmer,77,2426.0,2426.0,-6.0,1000.0,29,wax warmer
mom christmas gift,77,17.0,1652.0,42.0,100000.0,26,mom gift
last minute christmas gifts for mom,77,220.0,2196.0,1345.0,10000.0,27,mom gift
house warming gift,78,56.0,2791.0,24.0,50000.0,28,house warming
what types of white elephant gifts are most popular,78,2533.0,580.0,30.0,229.0,9,white elephant
mother gifts for christmas,79,19.0,1940.0,78.0,100000.0,27,mom gift
mothers christmas gifts,79,22.0,2197.0,103.0,100000.0,27,mom gift
flower candle warmer lamp,79,6806.0,3920.0,1.0,576.0,32,candle warmer
decor,80,244.0,48712.0,2.0,200000.0,93,home decor
home,80,341.0,102164.0,-13.0,300000.0,154,home decor
warmer,83,16.0,3127.0,14.0,200000.0,37,wax warmer
candle light,83,621.0,3724.0,1.0,6000.0,29,wax warmer
adjustable candle warmer lamp,83,2309.0,2194.0,55.0,950.0,27,candle warmer
candle lamps,84,3725.0,3725.0,37.0,1000.0,29,candle warmer
christmas presents,85,37.0,3728.0,-33.0,100000.0,30,other gift
house gifts for home,85,22.0,2197.0,137.0,100000.0,27,house warming
birthday gift for women,86,14.0,2701.0,-34.0,200000.0,27,gift for women
candle gifts for women,87,166.0,1661.0,113.0,10000.0,27,gift for women
popular gifts for women 2024,87,67.0,3348.0,100.0,50000.0,28,gift for women
practical gifts for women,88,33.0,2989.0,59.0,90000.0,28,gift for women
tyler candle company diva,90,7949.0,3919.0,23.0,493.0,29,wax warmer
christmas present for mom,90,41.0,1656.0,59.0,40000.0,26,mom gift
wax warmers,91,1241.0,3724.0,-14.0,3000.0,30,wax warmer
candle light warmer,94,2693.0,2693.0,62.0,1000.0,28,wax warmer
christmas gifts for friends,94,14.0,2794.0,29.0,200000.0,28,other gift
candle accessories,97,623.0,3117.0,57.0,5000.0,29,wax warmer
black candle warmer lamp,97,3701.0,2698.0,82.0,729.0,28,candle warmer
cute lamp,98,812.0,7309.0,-5.0,9000.0,34,aromatherapy
gifts for home,111,19.0,3724.0,126.0,200000.0,29,house warming
wax warmers for wax melts,114,1241.0,3724.0,4.0,3000.0,29,wax warmer
candle warmer bulb,116,824.0,1648.0,-3.0,2000.0,27,candle warmer
candle warmer light bulbs,119,828.0,1655.0,-9.0,2000.0,27,candle warmer
gifts for mom christmas,119,27.0,2693.0,49.0,100000.0,28,mom gift
y,120,240.0,14372.0,-42.0,60000.0,41,home decor
la jolie muse candle,121,29097.0,3288.0,8.0,113.0,28,aromatherapy
home decor gifts,122,39.0,3922.0,101.0,100000.0,29,house warming
lamp timer,123,3239.0,1655.0,-28.0,511.0,28,candle warmer
gift for new mom,126,38.0,2693.0,64.0,70000.0,28,mom gift
vintage decor,126,214.0,21426.0,20.0,100000.0,51,home decor
electric candle warmer,132,1959.0,3917.0,36.0,2000.0,31,wax warmer
electric burner,142,6769.0,4901.0,-15.0,724.0,31,wax warmer
house gifts,143,47.0,4666.0,95.0,100000.0,30,house warming
flower lamp,144,3874.0,15496.0,-11.0,4000.0,45,aromatherapy
candle warming lamp,155,3925.0,3925.0,50.0,1000.0,29,candle warmer
wax burner,158,3925.0,3925.0,-1.0,1000.0,32,wax warmer
gift for mother in law,161,211.0,4228.0,143.0,20000.0,29,mom gift
candle lamp warmer with timer,173,3924.0,3924.0,58.0,1000.0,31,candle warmer
house warming gifts,174,156.0,7786.0,53.0,50000.0,38,house warming
house decor,190,224.0,22407.0,-7.0,100000.0,51,home decor
home decor gifts for women,196,58.0,5815.0,141.0,100000.0,31,gift for women
candle warmers,197,1661.0,6642.0,19.0,4000.0,33,wax warmer
christmas presents for women,199,42.0,4240.0,23.0,100000.0,29,gift for women
mother christmas gifts,206,39.0,3924.0,124.0,100000.0,29,mom gift
candle warmer with timer,215,5813.0,5813.0,59.0,1000.0,32,candle warmer
best housewarming gifts 2024,217,2037.0,12221.0,1.0,6000.0,39,house warming
for mom christmas gifts,218,37.0,3725.0,164.0,100000.0,29,mom gift
home decor living room,219,326.0,32623.0,5.0,100000.0,63,home decor
candle wax warmer,228,665.0,6645.0,1.0,10000.0,35,wax warmer
christmas presents for mom,233,47.0,4240.0,56.0,90000.0,30,mom gift
tiktok trend items,233,23543.0,15232.0,9.0,647.0,43,other gift
mom birthday gifts,261,80.0,7994.0,-32.0,100000.0,35,mom gift
new mom gifts for women,263,145.0,5818.0,58.0,40000.0,33,mom gift
gifts for new mom,269,73.0,5138.0,50.0,70000.0,31,mom gift
gift for women,277,175.0,34903.0,76.0,200000.0,66,gift for women
birthday gifts for mom,286,93.0,9290.0,-30.0,100000.0,37,mom gift
home gifts,311,51.0,10122.0,140.0,200000.0,36,house warming
regalos para mujer,319,1088.0,32628.0,112.0,30000.0,64,home decor
volcano candle,372,36005.0,7309.0,73.0,203.0,35,wax warmer
christmas gift for women,373,78.0,7783.0,105.0,100000.0,33,gift for women
presents for mom,388,93.0,9274.0,101.0,100000.0,36,mom gift
heat lamp,391,304.0,12175.0,-37.0,40000.0,49,candle warmer
cute gifts for women,395,122.0,12205.0,114.0,100000.0,39,gift for women
gold candle holders,399,3859.0,11576.0,-39.0,3000.0,39,wax warmer
mom christmas gifts,408,488.0,48764.0,80.0,100000.0,83,mom gift
office decor,424,369.0,36887.0,-1.0,100000.0,71,home decor
lamp candle warmer,436,16484.0,16484.0,42.0,1000.0,44,candle warmer
candle warmer plate,444,10127.0,10127.0,28.0,1000.0,40,wax warmer
candle lamp,452,27730.0,27730.0,74.0,1000.0,64,candle warmer
wax melter,452,7771.0,15541.0,-8.0,2000.0,53,wax warmer
gifts for mother in law,460,776.0,15528.0,103.0,20000.0,44,mom gift
bedroom decor,468,846.0,84642.0,-13.0,100000.0,126,home decor
birthday gifts for women,480,664.0,132890.0,-23.0,200000.0,190,gift for women
voluspa candle,532,66650.0,12197.0,44.0,183.0,39,wax warmer
candle warmer lamp bulb,545,3321.0,6642.0,-1.0,2000.0,33,candle warmer
new mom gifts,616,205.0,14328.0,76.0,70000.0,44,mom gift
lamps,633,2753.0,55052.0,-33.0,20000.0,98,aromatherapy
candle warmer lamp with timer,660,34901.0,34901.0,69.0,1000.0,75,candle warmer
wax warmer for scented wax,691,6338.0,19015.0,-14.0,3000.0,49,wax warmer
christmas gift for mom,804,170.0,16975.0,123.0,100000.0,44,mom gift
mother in law gifts,824,1249.0,24972.0,159.0,20000.0,56,mom gift
candle lamp warmer,826,22423.0,22423.0,60.0,1000.0,55,candle warmer
yankee candles clearance,852,12495.0,24989.0,21.0,2000.0,54,wax warmer
mom gifts for christmas,870,214.0,21445.0,112.0,100000.0,50,mom gift
candle holder,925,4539.0,45389.0,-26.0,10000.0,89,wax warmer
lamp,969,6690.0,133791.0,-28.0,20000.0,199,aromatherapy
wax warmer,981,21165.0,84661.0,-5.0,4000.0,135,wax warmer
yankee candles,1034,12191.0,48762.0,11.0,4000.0,82,wax warmer
white elephant gifts for adults useful,1095,16310.0,32620.0,186.0,2000.0,63,white elephant
coffee warmer,1132,21301.0,21301.0,57.0,1000.0,57,wax warmer
house warming gifts new home,1195,4541.0,45413.0,49.0,10000.0,82,house warming
candle,1214,6682.0,133642.0,44.0,20000.0,197,wax warmer
room decor,1282,3236.0,323599.0,-13.0,100000.0,414,home decor
wax melts,1284,3653.0,73069.0,3.0,20000.0,122,wax warmer
office desk accessories,1341,732.0,73164.0,20.0,100000.0,114,home decor
wax melt warmer,1555,17247.0,51741.0,-8.0,3000.0,96,wax warmer
candle lighter,1637,32060.0,64120.0,3.0,2000.0,108,wax warmer
home decor,1722,1975.0,197461.0,-24.0,100000.0,265,home decor
christmas,1808,2314.0,694231.0,25.0,300000.0,861,other gift
candles,1823,4910.0,196407.0,-2.0,40000.0,265,wax warmer
candle warmer,2021,6548.0,196445.0,34.0,30000.0,271,wax warmer
candle warmer lamp,2937,470780.0,470780.0,26.0,1000.0,597,candle warmer
