关键词词组,关键词销量,Magnet IQ得分,搜索量,搜索量趋势,竞品数,CPR,Cluster
wood christmas decor,2,7.0,412.0,-62.0,60000.0,8,house decor
wireless wax warmer,2,892.0,378.0,0.0,424.0,8,wax warmer
glam home decor,1,36.0,359.0,10.0,10000.0,8,house decor
mini kitchen lamp,1,617.0,416.0,-20.0,674.0,8,adjective + lamp
wax melters,13,383.0,765.0,-18.0,2000.0,11,wax warmer
law office decor,1,76.0,380.0,0.0,5000.0,8,house decor
spa bathroom accessories,1,40.0,400.0,-12.0,10000.0,8,house decor
candle warmer lamp pink,23,1428.0,1232.0,18.0,863.0,26,candle lamp
grandmillennial decor,1,436.0,436.0,-15.0,1000.0,8,house decor
candle holder,925,4539.0,45389.0,-26.0,10000.0,89,lampara
kitchen counter lamp,18,439.0,2197.0,-15.0,5000.0,27,adjective + lamp
black aesthetic room decor,4,11.0,429.0,-4.0,40000.0,8,house decor
la jolie muse candle,121,29097.0,3288.0,8.0,113.0,28,lampara
neutral home decor aesthetic,4,78.0,698.0,-8.0,9000.0,10,house decor
organic modern home decor,1,265.0,1591.0,-24.0,6000.0,26,house decor
lamps,633,2753.0,55052.0,-33.0,20000.0,98,adjective + lamp
christmas home decor,23,14.0,1444.0,-68.0,100000.0,26,house decor
gold candle holders,399,3859.0,11576.0,-39.0,3000.0,39,lampara
candle cover,13,117.0,820.0,-5.0,7000.0,11,lampara
vintage room decor aesthetic,1,27.0,821.0,-19.0,30000.0,11,house decor
home office decor,27,30.0,2980.0,12.0,100000.0,28,house decor
decorative objects,1,76.0,764.0,2.0,10000.0,11,house decor
marble lamp,2,2563.0,1661.0,49.0,648.0,27,adjective + lamp
gold lamp,70,3087.0,9260.0,-7.0,3000.0,36,adjective + lamp
shelf decor aesthetic,63,245.0,4906.0,-9.0,20000.0,31,house decor
wooden decor,10,12.0,1234.0,5.0,100000.0,26,house decor
candle lighter,1637,32060.0,64120.0,3.0,2000.0,108,lampara
coastal granddaughter room decor,4,5377.0,2984.0,-9.0,555.0,31,house decor
tyler candle company diva,90,7949.0,3919.0,23.0,493.0,29,lampara
candle maker,34,3271.0,1884.0,14.0,576.0,28,lampara
diptyque,70,15852.0,7308.0,16.0,461.0,47,lampara
tiktok trend items,233,23543.0,15232.0,9.0,647.0,43,lampara
stone lamp,1,1706.0,1232.0,-8.0,722.0,27,adjective + lamp
voluspa candle,532,66650.0,12197.0,44.0,183.0,39,lampara
decor,80,244.0,48712.0,2.0,200000.0,93,house decor
blue candle,43,330.0,1648.0,6.0,5000.0,28,lampara
candle carousel,38,7664.0,3288.0,12.0,429.0,29,lampara
volcano candle,372,36005.0,7309.0,73.0,203.0,35,lampara
coffee warmer desk,1,339.0,283.0,511.0,835.0,8,mug warmer
coffee mug warmer,909,48816.0,48816.0,119.0,1000.0,92,mug warmer
coffee cup warmer,848,17138.0,17138.0,27.0,1000.0,51,mug warmer
mug warmer desk,2,316.0,256.0,136.0,811.0,8,mug warmer
tea warmer,65,314.0,2196.0,40.0,7000.0,30,mug warmer
electric mug warmer,53,1835.0,1242.0,53.0,677.0,27,mug warmer
drink warmer,20,698.0,698.0,40.0,1000.0,10,mug warmer
large mug warmer,19,271.0,271.0,14.0,1000.0,8,mug warmer
cup warmer wireless cordless,24,3014.0,1052.0,36.0,349.0,25,mug warmer
cup heater,45,386.0,1159.0,38.0,3000.0,28,mug warmer
coffee cup warmers electric,22,751.0,517.0,-3.0,688.0,9,mug warmer
coffee warming plate,15,1118.0,436.0,16.0,390.0,8,mug warmer
coffe mug warmer,37,820.0,820.0,95.0,1000.0,11,mug warmer
candles,1823,4910.0,196407.0,-2.0,40000.0,265,lampara
mug warmer wireless,122,9198.0,4231.0,60.0,460.0,29,mug warmer
mug warner,7,953.0,348.0,36.0,365.0,8,mug warmer
coffee cup watmer,19,238.0,238.0,40.0,1000.0,8,mug warmer
stay warm mug,11,41.0,244.0,81.0,6000.0,8,mug warmer
valentines day wax melt warmer,5,913.0,428.0,97.0,469.0,8,wax warmer
cofee mug warmer,9,370.0,370.0,67.0,1000.0,8,mug warmer
coffee mug watmer,2,335.0,335.0,37.0,1000.0,8,mug warmer
mug wamer,14,213.0,213.0,85.0,1000.0,8,mug warmer
coffe cup warmer,18,644.0,644.0,40.0,1000.0,10,mug warmer
coffee mig warmer,10,341.0,341.0,63.0,1000.0,8,mug warmer
teacup warmer,9,761.0,289.0,99.0,380.0,8,mug warmer
rechargeable coffee warmer,1,785.0,373.0,11.0,475.0,8,mug warmer
christmas wax melter,7,404.0,265.0,-59.0,656.0,8,wax warmer
christmas candle warmer,10,69.0,416.0,-44.0,6000.0,8,electric candle warmer
holiday wax warmer,4,318.0,268.0,-67.0,843.0,8,wax warmer
christmas scentsy warmer,2,435.0,259.0,-61.0,596.0,8,mug warmer
winter wax warmer,11,569.0,484.0,-53.0,851.0,9,wax warmer
scentsy,105,2910.0,5820.0,8.0,2000.0,46,lampara
gingerbread wax warmer,6,858.0,388.0,-77.0,452.0,8,wax warmer
christmas tree wax warmer,5,547.0,426.0,-53.0,779.0,8,wax warmer
wax melts,1284,3653.0,73069.0,3.0,20000.0,122,wax warmer
scentsy wax warmer,88,4239.0,4239.0,-7.0,1000.0,30,wax warmer
nutcracker wax warmer,1,608.0,222.0,-23.0,365.0,8,wax warmer
wax melter,452,7771.0,15541.0,-8.0,2000.0,53,wax warmer
oil burner,62,733.0,2199.0,-6.0,3000.0,36,lampara
scentsationals wax warmer,17,1632.0,1162.0,-11.0,712.0,26,wax warmer
cute wax warmer,9,1911.0,1162.0,-13.0,608.0,26,wax warmer
tart burner,14,644.0,517.0,-19.0,803.0,9,lampara
electric wax melter,10,581.0,581.0,-2.0,1000.0,9,wax warmer
farmhouse wax warmer,7,1171.0,1050.0,0.0,897.0,25,wax warmer
blue wax warmer,2,594.0,356.0,9.0,599.0,8,wax warmer
farmhouse wax melt warmer,6,605.0,581.0,0.0,960.0,9,wax warmer
santa wax warmer,1,558.0,271.0,-27.0,486.0,8,wax warmer
rustic wax warmer,13,1014.0,517.0,-11.0,510.0,9,wax warmer
small wax warmer,4,205.0,821.0,-5.0,4000.0,11,wax warmer
large wax melt warmer,4,74.0,370.0,-7.0,5000.0,8,wax warmer
scentsy warmers clearance,13,412.0,412.0,2.0,1000.0,8,mug warmer
silver candle warmer lamp,25,1429.0,1232.0,29.0,862.0,26,candle lamp
candle,1214,6682.0,133642.0,44.0,20000.0,197,lampara
gold decor,61,73.0,7309.0,-12.0,100000.0,34,house decor
room decor,1282,3236.0,323599.0,-13.0,100000.0,414,house decor
office decor,424,369.0,36887.0,-1.0,100000.0,71,house decor
jar candle,25,64.0,644.0,45.0,10000.0,10,lampara
wax melt candle warmer,2,86.0,343.0,8.0,4000.0,8,wax warmer
vintage office decor,1,6.0,644.0,5.0,100000.0,10,house decor
pink candle warmer lamp,24,2708.0,1384.0,39.0,511.0,27,candle lamp
lamp with timer,6,24.0,484.0,-15.0,20000.0,9,candle warmer
cozy home decor,11,22.0,2196.0,-13.0,100000.0,27,house decor
candle warmer lamp color changing,13,454.0,280.0,-5.0,617.0,8,candle lamp
counter top lamp,2,768.0,317.0,-25.0,413.0,8,adjective + lamp
candle warmer lamp green glass,5,751.0,367.0,-25.0,489.0,8,candle lamp
white house decor,1,5.0,376.0,-5.0,80000.0,8,house decor
christmas candle lights,4,43.0,426.0,-44.0,10000.0,8,lampara
warm,47,37.0,3725.0,12.0,100000.0,33,mug warmer
daisy lamp,2,614.0,328.0,-1.0,534.0,8,adjective + lamp
candle wax warmer with timer,11,253.0,253.0,-1.0,1000.0,8,candle warmer
candle warmer lamp white,51,2076.0,1594.0,18.0,768.0,26,candle lamp
candle warmer white,19,644.0,644.0,27.0,1000.0,10,electric candle warmer
green candle warmer lamp,8,1904.0,1053.0,44.0,553.0,26,candle lamp
yankee candle wax melts,221,5816.0,5816.0,-22.0,1000.0,31,wax warmer
modern decor,3,39.0,3925.0,-9.0,100000.0,29,house decor
lamp,969,6690.0,133791.0,-28.0,20000.0,199,adjective + lamp
christmas candle warmer lamp,9,576.0,424.0,-33.0,736.0,8,candle lamp
kitchen wax warmer,4,187.0,373.0,7.0,2000.0,8,wax warmer
hygge decor,2,2002.0,1093.0,-21.0,546.0,26,house decor
home kitchen,1,12.0,1218.0,-26.0,100000.0,26,house decor
candle warmer lantern lamp farmhouse,1,275.0,238.0,,864.0,8,candle lamp
lantern candle warmer lamp,7,383.0,383.0,39.0,1000.0,8,candle lamp
elvis candle,6,2383.0,286.0,652.0,120.0,8,lampara
wooden candle warmer,1,348.0,348.0,17.0,1000.0,8,electric candle warmer
black cherry wax melts,15,1288.0,219.0,4.0,170.0,8,wax warmer
timer lamp,5,35.0,348.0,-12.0,10000.0,8,candle warmer
cherry lamp,2,701.0,581.0,-6.0,829.0,9,adjective + lamp
usb candle warmer,7,476.0,420.0,3.0,882.0,8,electric candle warmer
wax melt cups,22,613.0,516.0,1.0,842.0,9,wax warmer
house decor,190,224.0,22407.0,-7.0,100000.0,51,house decor
lantern candle warmer,28,1834.0,1434.0,26.0,782.0,26,electric candle warmer
yankee candle scenterpiece warmer,6,773.0,300.0,-25.0,388.0,8,electric candle warmer
yankee candle wax warmer,13,645.0,645.0,18.0,1000.0,10,wax warmer
teapot warmer with candle,13,1709.0,405.0,-7.0,237.0,8,electric candle warmer
yankee candle melt cups warmer,3,589.0,216.0,46.0,367.0,8,electric candle warmer
tea candle wax warmer,2,325.0,325.0,60.0,1000.0,8,wax warmer
food warmer candle,4,143.0,429.0,-22.0,3000.0,8,electric candle warmer
candle massage oil warmer,1,304.0,268.0,,881.0,8,electric candle warmer
tea pot warmer with candle,19,1514.0,421.0,3.0,278.0,8,electric candle warmer
candle warmer plug in,9,609.0,381.0,-9.0,626.0,8,electric candle warmer
candle wax warmer plug in,1,486.0,330.0,76.0,679.0,8,wax warmer
candle warmer plug in wall,10,1361.0,400.0,18.0,294.0,8,electric candle warmer
np5 gu10 120v 25w bulb candle warmer,34,5048.0,424.0,-12.0,84.0,8,candle lamp
tea warmer candle,4,74.0,222.0,-11.0,3000.0,8,electric candle warmer
candle warmer replacement bulb,24,747.0,439.0,2.0,588.0,8,candle lamp
candle warmer wax,10,40.0,404.0,8.0,10000.0,8,wax warmer
cat candle warmer,9,464.0,359.0,4.0,773.0,8,electric candle warmer
candle warmer blue,8,359.0,271.0,338.0,755.0,8,electric candle warmer
candle warmer crock,1,1288.0,286.0,,222.0,8,electric candle warmer
candle warmer christmas,7,42.0,253.0,-13.0,6000.0,8,electric candle warmer
candle warmer green,2,776.0,392.0,3.0,505.0,8,electric candle warmer
candle warmer marble,1,1549.0,364.0,81.0,235.0,8,electric candle warmer
candle warmer pink,10,864.0,644.0,12.0,745.0,10,electric candle warmer
elephant candle warmer,5,365.0,216.0,57.0,592.0,8,electric candle warmer
christmas candle warmers,1,45.0,268.0,-20.0,6000.0,8,electric candle warmer
candle food warmer,3,121.0,241.0,24.0,2000.0,8,electric candle warmer
hummingbird candle warmer,12,484.0,286.0,,591.0,8,electric candle warmer
owl candle warmer,8,392.0,256.0,425.0,653.0,8,electric candle warmer
turtle candle warmer,1,356.0,232.0,,651.0,8,electric candle warmer
butterfly candle warmer,5,697.0,311.0,38.0,446.0,8,electric candle warmer
candle making warmer,3,576.0,330.0,-3.0,573.0,8,electric candle warmer
candle warmer purple,17,318.0,219.0,77.0,688.0,8,electric candle warmer
harry potter candle warmer,8,344.0,222.0,78.0,645.0,8,electric candle warmer
sunflower candle warmer,7,789.0,348.0,83.0,441.0,8,electric candle warmer
mickey mouse candle warmer,2,1028.0,222.0,,216.0,8,electric candle warmer
rose gold candle warmer,6,421.0,225.0,84.0,534.0,8,electric candle warmer
skull candle warmer,2,500.0,306.0,79.0,612.0,8,electric candle warmer
wood candle warmer,1,451.0,325.0,11.0,720.0,8,electric candle warmer
cow candle warmer,3,409.0,259.0,28.0,633.0,8,electric candle warmer
candle warmer bulbs,40,290.0,580.0,5.0,2000.0,9,candle lamp
candle warmer light bulb,44,291.0,581.0,0.0,2000.0,9,candle lamp
candle for candle warmer,71,143.0,1432.0,50.0,10000.0,26,electric candle warmer
blue candle warmer,6,469.0,372.0,34.0,794.0,8,electric candle warmer
grey candle warmer,3,277.0,222.0,,801.0,8,electric candle warmer
candle for warmer,19,24.0,238.0,33.0,10000.0,8,electric candle warmer
pink candle warmer,8,1356.0,1093.0,24.0,806.0,26,electric candle warmer
purple candle warmer,7,744.0,517.0,31.0,695.0,9,electric candle warmer
candles for warmers,4,16.0,311.0,21.0,20000.0,8,electric candle warmer
candles for candle warmer,82,166.0,1661.0,69.0,10000.0,27,electric candle warmer
wax warmer for candle making,5,580.0,384.0,-4.0,662.0,8,wax warmer
light bulbs for candle warmers,13,197.0,394.0,26.0,2000.0,8,candle lamp
candle wax for warmer,5,69.0,346.0,17.0,5000.0,8,wax warmer
candles for candle warmers,3,43.0,429.0,8.0,10000.0,8,electric candle warmer
food warmer candles,12,80.0,241.0,,3000.0,8,electric candle warmer
flamingo candle warmer,2,835.0,344.0,3.0,412.0,8,electric candle warmer
candle warmer fireplace,5,147.0,294.0,66.0,2000.0,8,electric candle warmer
candle warmer usb,1,467.0,268.0,132.0,574.0,8,electric candle warmer
candle warmer bulbs replacement,63,1299.0,764.0,32.0,588.0,11,candle lamp
light bulb for candle warmer lamp,64,496.0,992.0,26.0,2000.0,12,candle lamp
candle warmer lamp marble,5,797.0,421.0,2.0,528.0,8,candle lamp
candle warmer lamp set of 2,5,591.0,439.0,8.0,743.0,8,candle lamp
50 watt halogen bulb for candle warmer,94,6361.0,1164.0,-2.0,183.0,26,candle lamp
sokcvsea candle warmer lamp,17,542.0,280.0,-87.0,517.0,8,candle lamp
mocalido candle warmer lamp,23,449.0,235.0,262.0,523.0,8,candle lamp
candle warmer lamp with timer 2 pack,5,346.0,346.0,188.0,1000.0,8,candle warmer
candle warmer lamp white and gold,18,514.0,271.0,12.0,527.0,8,candle lamp
white candle warmer lamp with timer,17,325.0,232.0,127.0,714.0,8,candle warmer
plug in candle warmer wax melter,6,491.0,286.0,1.0,583.0,8,wax warmer
candle warmer lamp with usb port,3,580.0,324.0,132.0,559.0,8,candle lamp
candle warmer lamp purple,3,807.0,426.0,26.0,528.0,8,candle lamp
stained glass candle warmer lamp,5,797.0,424.0,4.0,532.0,8,candle lamp
candle warmer wax melts scents,3,52.0,259.0,10.0,5000.0,8,wax warmer
candle warmer marble base,1,1776.0,341.0,2.0,192.0,8,electric candle warmer
candle warmer lamp stained glass,1,748.0,397.0,7.0,531.0,8,candle lamp
gu 10 110-130v 50w candle warmer bulb,51,4954.0,644.0,14.0,130.0,10,candle lamp
candle warmer lamp with marble base,6,647.0,341.0,18.0,527.0,8,candle lamp
"smart coffee warmer, bestinnkits auto on/off gravity-induction mug warmer for office desk use, candl",2,4014.0,289.0,86.0,72.0,8,mug warmer
candle warmer lamp with remote control,8,598.0,335.0,119.0,560.0,8,candle lamp
scented candles for candle warmer lamps,22,482.0,482.0,19.0,1000.0,9,electric candle warmer
purple candle warmer lamp,5,816.0,436.0,30.0,534.0,8,candle lamp
50w gu10 halogen bulb for candle warmer,49,3631.0,581.0,3.0,160.0,9,candle lamp
110v 50w light bulb for candle warmer,28,3686.0,516.0,0.0,140.0,9,candle lamp
candle warmer lamp bulbs,15,191.0,381.0,-18.0,2000.0,8,candle lamp
candle warmer lamp replacement bulbs,28,1053.0,436.0,1.0,414.0,8,candle lamp
np7 candle warmer bulb,16,5758.0,380.0,-15.0,66.0,8,candle lamp
bulb for candle warmer lamp,29,219.0,437.0,-6.0,2000.0,8,candle lamp
50 watt gu10 bulbs for candle warmer,35,3261.0,437.0,1.0,134.0,8,candle lamp
gu10+c 110v 50w candle warmer,35,3252.0,426.0,-1.0,131.0,8,electric candle warmer
bulbs for candle warmer lamp,27,212.0,423.0,-8.0,2000.0,8,candle lamp
50w halogen bulb for candle warmer,10,1675.0,330.0,40.0,197.0,8,candle lamp
candle for candle warmer lamp,16,424.0,424.0,47.0,1000.0,8,candle lamp
gu10 c 110v 50w candle warmer,231,26930.0,2693.0,21.0,100.0,27,electric candle warmer
light bulbs for candle warmer lamps,11,164.0,327.0,-27.0,2000.0,8,candle lamp
candle wax warmers for wax melts,4,118.0,235.0,-26.0,2000.0,8,wax warmer
lightbulb for candle warmer lamp,18,172.0,344.0,-7.0,2000.0,8,candle lamp
candle warmer lamp christmas,11,281.0,256.0,-18.0,911.0,8,candle lamp
candle warmer lamp lightbulb,10,182.0,364.0,1.0,2000.0,8,candle lamp
candle warmer lamp light bulb replacement,11,505.0,412.0,46.0,816.0,8,candle lamp
"blackyuichoy candle warmer lamp with timer, dimmable electric candle wamer adjustable height, glass ",1,6986.0,482.0,-1.0,69.0,9,candle warmer
candle warmer lamp for teen girls,4,625.0,324.0,18.0,518.0,8,candle lamp
scented jar candles for candle warmer lamps,5,392.0,392.0,9.0,1000.0,8,electric candle warmer
candles for candle warmer lamp,15,436.0,436.0,47.0,1000.0,8,candle lamp
wooden candle warmer lamp,4,458.0,312.0,25.0,681.0,8,candle lamp
candle warmer for teen girls,2,554.0,277.0,-10.0,500.0,8,electric candle warmer
"dimmable flower candle warmer lamp with timer, green candle lamp warmer for jar candle, 2024 womens ",2,715.0,346.0,18.0,484.0,8,candle warmer
tiffany candle warmer lamp,2,520.0,338.0,11.0,650.0,8,candle lamp
tiffany style candle warmer lamp,2,2947.0,336.0,6.0,114.0,8,candle lamp
candle warmer lamp lantern style,3,550.0,311.0,-6.0,565.0,8,candle lamp
white and gold candle warmer,5,1094.0,304.0,3.0,278.0,8,electric candle warmer
candles for warmer,6,17.0,335.0,-12.0,20000.0,8,electric candle warmer
stained glass candle warmer,9,317.0,241.0,-3.0,761.0,8,electric candle warmer
candle warmer candle,22,11.0,219.0,-2.0,20000.0,8,electric candle warmer
candles for a candle warmer,3,38.0,375.0,0.0,10000.0,8,electric candle warmer
2 pack candle warmer,3,130.0,259.0,-14.0,2000.0,8,electric candle warmer
candle warmer lamp led color changing,12,563.0,228.0,-3.0,405.0,8,candle lamp
candle warmer lamp butterfly,6,494.0,244.0,-1.0,494.0,8,candle lamp
candle warmer lamp white and silver,1,568.0,250.0,-23.0,440.0,8,candle lamp
mushroom candle warmer lamp,6,396.0,271.0,4.0,684.0,8,candle lamp
dragonfly candle warmer lamp,9,517.0,349.0,19.0,675.0,8,candle lamp
candle warmer under 20,3,454.0,256.0,1.0,564.0,8,electric candle warmer
candle warmer lamp led,3,277.0,277.0,-1.0,1000.0,8,candle lamp
butterfly candle warmer lamp,10,543.0,394.0,,725.0,8,candle lamp
cheap candle warmer lamp,5,63.0,317.0,,5000.0,8,candle lamp
red candle warmer lamp,5,467.0,268.0,,574.0,8,candle lamp
best smelling candles for candle warmers,4,37.0,219.0,,6000.0,8,electric candle warmer
tiffany lamp candle warmer,4,498.0,312.0,,626.0,8,candle lamp
sunflower candle warmer lamp,9,342.0,216.0,,631.0,8,candle lamp
candle warmer lamp under 20 dollars,1,1059.0,235.0,,222.0,8,candle lamp
orange candle warmer,1,94.0,283.0,,3000.0,8,electric candle warmer
nawaza candle warmer lamp,15,525.0,277.0,,528.0,8,candle lamp
wax for candle warmer,9,28.0,280.0,,10000.0,8,wax warmer
pusee candle mug warmer,16,1168.0,250.0,,214.0,8,electric candle warmer
candle warmer lamp with timer white,6,352.0,250.0,,710.0,8,candle warmer
candle warmer lamp hummingbird,12,413.0,228.0,,552.0,8,candle lamp
candle warmer lamp gold and white,1,247.0,247.0,,1000.0,8,candle lamp
candle warmer lamp sunflower,7,750.0,375.0,,500.0,8,candle lamp
candle warmer lamp white base,7,357.0,244.0,,684.0,8,candle lamp
